"","Individuo","Bloque.x","Tratamiento.x","AlturaTallo.x","DiamTallo.x","CobVeg_anc.x","CobVeg_lar.x","Rad.prom.x","Area.cob.x","Bloque.y","Tratamiento.y","AlturaTallo.y","DiamTallo.y","CobVeg_anc.y","CobVeg_lar.y","Rad.prom.y","Area.cob.y","dif.tallo","dif.alt","dif.cob"
"20",242,"B2",6,3,7.2,28,27,13.75,593.95736106932,"B2",6,7.3,8.3,40,47,21.75,1486.16967468882,1.1,4.3,892.212313619501
"21",243,"B2",6,6.5,8.7,46,36,20.5,1320.25431267111,"B2",6,5.5,11,56,52,27,2290.22104446696,2.3,0,969.966731795849
"22",244,"B2",6,4.2,8.5,41,40,20.25,1288.24933751266,"B2",6,8,10.6,48,42,22.5,1590.43128087983,2.1,3.8,302.181943367168
"23",245,"B2",6,4,9.4,33,27,15,706.858347057703,"B2",6,4.3,10,44,43,21.75,1486.16967468882,0.6,0.3,779.311327631118
"24",245,"B2",6,4,9.4,33,27,15,706.858347057703,"B2",6,4.5,8.4,44,40,21,1385.4423602331,0,0.5,678.584013175395
"25",246,"B2",6,5.7,10.7,42,37,19.75,1225.41748444087,"B2",6,9,11,67,55,30.5,2922.4665660019,0.300000000000001,3.3,1697.04908156104
"26",247,"B2",6,3.2,8.4,33,30,15.75,779.311327631118,"B2",6,6,9.8,58,51,27.25,2332.82889483127,1.4,2.8,1553.51756720015
"27",248,"B2",6,3.3,9.9,45,35,20,1256.63706143592,"B2",6,7,10.6,58,57,28.75,2596.72267773281,0.699999999999999,3.7,1340.0856162969
"28",249,"B2",6,5.3,10.6,33,30,15.75,779.311327631118,"B2",6,7.5,10,48,43,22.75,1625.97054777357,0,2.2,846.659220142449
"29",250,"B2",6,4.3,8.1,41,31,18,1017.87601976309,"B2",6,7.7,11.1,55,45,25,1963.49540849362,3,3.4,945.619388730528
"30",251,"B2",6,3.3,9.2,36,34,17.5,962.112750161874,"B2",6,2.7,8.5,38,36.5,18.625,1089.78903909917,0,0,127.676288937298
"31",252,"B2",6,2.2,6.1,26,20,11.5,415.47562843725,"B2",6,5,7.4,29,27,14,615.752160103599,1.3,2.8,200.276531666349
"32",253,"B2",6,2.5,5.6,30,26,14,615.752160103599,"B2",6,5,9,37,35,18,1017.87601976309,3.4,2.5,402.123859659494
"33",254,"B2",6,4.3,11.3,42,36,19.5,1194.59060652752,"B2",6,5,10.4,54.5,46,25.125,1983.17944996377,0,0.7,788.58884343625
"34",255,"B2",6,4.5,10.5,41,40,20.25,1288.24933751266,"B2",6,8.5,11.1,52,49,25.25,2002.96166620434,0.6,4,714.712328691678
"35",256,"B2",6,3.5,6.1,37,32,17.25,934.820163983813,"B2",6,6.5,8,54.5,39,23.375,1716.53677349034,1.9,3,781.716609506523
"36",257,"B2",6,3.2,12.1,39,38,19.25,1164.15642769587,"B2",6,7.5,11,58,47,26.25,2164.75368786422,0,4.3,1000.59726016835
"37",258,"B2",6,3,9.2,36,35,17.75,989.798035421634,"B2",6,7,9,54,36,22.5,1590.43128087983,0,4,600.633245458199
"38",259,"B2",6,5.5,8.1,45,35,20,1256.63706143592,"B2",6,8,8.5,62,58,30,2827.43338823081,0.4,2.5,1570.7963267949
"39",260,"B2",6,2.5,8.3,18,16,8.5,226.980069221863,"B2",6,3.5,6.6,35,28,15.75,779.311327631118,0,1,552.331258409255
"40",261,"B2",6,2.7,9.8,24,23,11.75,433.736135736241,"B2",6,3,8.7,29,19,12,452.38934211693,0,0.3,18.6532063806894
"41",262,"B2",6,3,8,31,25,14,615.752160103599,"B2",6,6,8.7,42,36,19.5,1194.59060652752,0.699999999999999,3,578.838446423919
"42",263,"B2",6,5.7,11.8,44,33,19.25,1164.15642769587,"B2",6,8.5,12,62,45,26.75,2248.00589318435,0.199999999999999,2.8,1083.84946548848
"43",264,"B2",3,3,5.3,32,28,15,706.858347057703,"B2",3,5,8,46,42,22,1520.53084433746,2.7,2,813.672497279756
"44",265,"B2",3,3.5,5.9,31,30,15.25,730.616641500476,"B2",3,4,8.6,52,42,23.5,1734.94454294496,2.7,0.5,1004.32790144449
"45",267,"B2",3,2.5,6.5,30,26,14,615.752160103599,"B2",3,2.3,8.5,33,31,16,804.247719318987,2,0,188.495559215388
"46",268,"B2",3,2.5,5.9,32,23,13.75,593.95736106932,"B2",3,5.5,7.3,41,43,21,1385.4423602331,1.4,3,791.484999163778
"47",270,"B2",3,2.5,5,24,20,11,380.132711084365,"B2",3,4.5,7,40,37,19.25,1164.15642769587,2,2,784.023716611503
"48",271,"B2",3,2.5,7.6,36,33,17.25,934.820163983813,"B2",3,2.5,6,32,28,15,706.858347057703,0,0,0
"49",271,"B2",3,2.5,7.6,36,33,17.25,934.820163983813,"B2",3,4,8.3,52,45,24.25,1847.45282985165,0.700000000000001,1.5,912.632665867835
"50",272,"B2",3,2.5,7.8,26,24,12.5,490.873852123405,"B2",3,4.5,7.6,45.5,44,22.375,1572.8089095886,0,2,1081.9350574652
"51",273,"B2",3,2,7,26,25,12.75,510.705155749191,"B2",3,4.5,9.3,45,36,20.25,1288.24933751266,2.3,2.5,777.544181763474
"52",275,"B2",3,3.5,8.6,36,35.5,17.875,1003.78794020715,"B2",3,4,8,47,36,20.75,1352.65198691126,0,0.5,348.864046704104
"53",276,"B2",3,4,8.5,39,32,17.75,989.798035421634,"B2",3,8.5,10.1,53,57,27.5,2375.82944427728,1.6,4.5,1386.03140885565
"54",278,"B2",3,3,4.3,21,19,10,314.159265358979,"B2",3,5,6,43,37.5,20.125,1272.39411208908,1.7,2,958.234846730099
"55",280,"B2",7,5,11.9,45,34,19.75,1225.41748444087,"B2",7,8,11.7,62,58,30,2827.43338823081,0,3,1602.01590378995
"56",281,"B2",7,5,12.9,49,37,21.5,1452.20120412188,"B2",7,9,9.8,59,57,29,2642.07942166902,0,4,1189.87821754713
"57",282,"B2",7,3,10.8,40,35,18.75,1104.46616727766,"B2",7,4.5,11.9,43,42,21.25,1418.62543263664,1.1,1.5,314.159265358979
"58",283,"B2",7,3.5,8.1,40,30,17.5,962.112750161874,"B2",7,5,6.3,48,34,20.5,1320.25431267111,0,1.5,358.141562509236
"59",284,"B2",7,2.5,12.6,53,41,23.5,1734.94454294496,"B2",7,8,12.8,43,42,21.25,1418.62543263664,0.200000000000001,5.5,0
"60",285,"B2",7,6,13.8,56,48,26,2123.7166338267,"B2",7,9.5,11,53,53,26.5,2206.18344098343,0,3.5,82.4668071567321
"61",286,"B2",7,2,9,47,30,19.25,1164.15642769587,"B2",7,8,8.3,49,44,23.25,1698.22717880613,0,6,534.070751110265
"62",287,"B2",7,6.5,10.2,52,49,25.25,2002.96166620434,"B2",7,7.5,11.7,66,47,28.25,2507.1872871055,1.5,1,504.225620901162
"63",288,"B2",7,5,8.2,48,43,22.75,1625.97054777357,"B2",7,8,9.3,54,47,25.25,2002.96166620434,1.1,3,376.991118430775
"64",289,"B2",7,3.5,10.8,39,33,18,1017.87601976309,"B2",7,5,10.6,56,47,25.75,2083.07227887088,0,1.5,1065.19625910779
"65",290,"B2",7,4.5,9.5,46,32,19.5,1194.59060652752,"B2",7,7.5,9.1,49,38,21.75,1486.16967468882,0,3,291.579068161303
"66",291,"B2",7,3,5.7,20,17,9.25,268.802521422777,"B2",7,6,7.6,33,28,15.25,730.616641500476,1.9,3,461.8141200777
"67",292,"B2",7,4,11.4,42,34,19,1134.11494794592,"B2",7,12,10.5,47,46,23.25,1698.22717880613,0,8,564.112230860217
"68",293,"B2",7,5,11.9,43,41,21,1385.4423602331,"B2",7,5,12.4,46,40,21.5,1452.20120412188,0.5,0,66.7588438887831
"69",295,"B2",7,3.5,7.2,34,30,16,804.247719318987,"B2",7,5.5,7.9,39,38.5,19.375,1179.32442972648,0.7,2,375.076710407494
"70",296,"B2",7,4.3,8.7,33,30,15.75,779.311327631118,"B2",7,6,9.2,47,43,22.5,1590.43128087983,0.5,1.7,811.119953248715
"71",297,"B2",7,4.5,11.9,42,39,20.25,1288.24933751266,"B2",7,10,9.6,48,42,22.5,1590.43128087983,0,5.5,302.181943367168
"72",298,"B2",7,3.5,8.6,36,30,16.5,855.298599939821,"B2",7,4,8.6,40,36,19,1134.11494794592,0,0.5,278.816348006094
"73",299,"B2",7,4.5,9.2,43,37,20,1256.63706143592,"B2",7,8.5,10.7,59,56,28.75,2596.72267773281,1.5,4,1340.0856162969
"74",299,"B2",7,5,11.4,47,44,22.75,1625.97054777357,"B2",7,8.5,10.7,59,56,28.75,2596.72267773281,0,3.5,970.752129959246
"75",300,"B2",2,4.2,10.7,43,36,19.75,1225.41748444087,"B2",2,6.5,11.2,57,53,27.5,2375.82944427728,0.5,2.3,1150.41195983641
"76",301,"B2",2,5,7.8,44,41,21.25,1418.62543263664,"B2",2,8.5,8.8,50,47,24.25,1847.45282985165,1,3.5,428.827397215007
"77",302,"B2",2,6,10,53,51,26,2123.7166338267,"B2",2,10,10.4,66,55,30.25,2874.75362757551,0.4,4,751.03699374881
"78",304,"B2",2,5,13.6,50,49,24.75,1924.4218498646,"B2",2,10,13.9,59,56,28.75,2596.72267773281,0.300000000000001,5,672.300827868216
"79",305,"B2",2,7.3,10.7,40,39,19.75,1225.41748444087,"B2",2,10,11.7,57,49,26.5,2206.18344098343,1,2.7,980.765956542564
"80",307,"B2",2,3.2,5.8,25,23,12,452.38934211693,"B2",2,6,5.5,37,33,17.5,962.112750161874,0,2.8,509.723408044944
"81",308,"B2",2,4.5,9.5,43,43,21.5,1452.20120412188,"B2",2,6,9.4,44,43,21.75,1486.16967468882,0,1.5,33.9684705669397
"82",309,"B2",2,6.5,11.4,40,38,19.5,1194.59060652752,"B2",2,9.5,12.5,59,55,28.5,2551.75863287831,1.1,3,1357.16802635079
"83",310,"B2",2,6.7,11.3,41,39,20,1256.63706143592,"B2",2,9,11.1,48,43,22.75,1625.97054777357,0,2.3,369.33348633765
"84",311,"B2",2,4.5,10.7,40,31,17.75,989.798035421634,"B2",2,8,10.4,59,54,28.25,2507.1872871055,0,3.5,1517.38925168387
"85",312,"B2",2,7,15.3,46,42,22,1520.53084433746,"B2",2,9,13.2,59,56,28.75,2596.72267773281,0,2,1076.19183339535
"86",313,"B2",2,6.3,13.4,55,54,27.25,2332.82889483127,"B2",2,8.5,12,52,49,25.25,2002.96166620434,0,2.2,0
"87",314,"B2",2,3.5,9.6,49,33,20.5,1320.25431267111,"B2",2,6.5,9.6,54,50,26,2123.7166338267,0,3,803.46232115559
"88",315,"B2",2,4.5,6.1,28,17,11.25,397.607820219958,"B2",2,7.5,6.7,25,23,12,452.38934211693,0.600000000000001,3,54.781521896972
"89",316,"B2",2,4.5,9.8,50,36,21.5,1452.20120412188,"B2",2,11,9.2,49,44,23.25,1698.22717880613,0,6.5,246.025974684251
"90",317,"B2",2,5,10.4,40,40,20,1256.63706143592,"B2",2,10,11.5,58,58,29,2642.07942166902,1.1,5,1385.4423602331
"91",318,"B2",2,3,13.6,30,30,15,706.858347057703,"B2",2,10,12.5,67,55,30.5,2922.4665660019,0,7,2215.6082189442
"92",319,"B2",2,8.2,11.5,57,63,30,2827.43338823081,"B2",2,12,11.5,60,50,27.5,2375.82944427728,0,3.8,0
"93",320,"B2",2,9.3,15.2,65,60,31.25,3067.96157577128,"B2",2,12,14.2,70,66,34,3631.6811075498,0,2.7,563.719531778519
"94",321,"B2",2,4,10.8,49,33,20.5,1320.25431267111,"B2",2,8,12.8,49,48,24.25,1847.45282985165,2,4,527.198517180537
"95",322,"B2",4,2,9.5,35,27,15.5,754.767635024948,"B2",4,2,10,37,37,18.5,1075.21008569111,0.5,0,320.442450666159
"96",323,"B2",4,3,7,30,23,13.25,551.545860245858,"B2",4,5,7,38,30,17,907.92027688745,0,2,356.374416641592
"97",324,"B2",4,5,11.2,48,40,22,1520.53084433746,"B2",4,7,10.4,57,54,27.75,2419.22269280499,0,2,898.69184846753
"98",325,"B2",4,5.5,11.2,49,34,20.75,1352.65198691126,"B2",4,9,10.9,64,52,29,2642.07942166902,0,3.5,1289.42743475776
"99",326,"B2",4,2.5,11.2,42,24,16.5,855.298599939821,"B2",4,4,11,53,35,22,1520.53084433746,0,1.5,665.232244397639
"100",327,"B2",4,3.5,9.1,28,27,13.75,593.95736106932,"B2",4,3.5,9,37,32,17.25,934.820163983813,0,0,340.862802914492
"101",328,"B2",4,3.5,8.5,31,29,15,706.858347057703,"B2",4,6,9.2,43,48,22.75,1625.97054777357,0.699999999999999,2.5,919.112200715864
"102",329,"B2",4,3.7,10.6,53,50,25.75,2083.07227887088,"B2",4,4,11.6,70,55,31.25,3067.96157577128,1,0.3,984.8892969004
"103",330,"B2",4,5,11.2,48,37,21.25,1418.62543263664,"B2",4,8,8.7,50,39,22.25,1555.2847130678,0,3,136.659280431156
"104",331,"B2",4,4.5,10,43,39,20.5,1320.25431267111,"B2",4,8,8.6,49,45,23.5,1734.94454294496,0,3.5,414.690230273853
"105",332,"B2",4,5,8.1,41,40,20.25,1288.24933751266,"B2",4,7,9.9,56,54,27.5,2375.82944427728,1.8,2,1087.58010676462
"106",333,"B2",4,8,11.1,54,44,24.5,1885.74099031727,"B2",4,11,12.9,59,56,28.75,2596.72267773281,1.8,3,710.98168741554
"107",334,"B2",4,4,12.1,39,34,18.25,1046.34670318625,"B2",4,3,7.3,38,36,18.5,1075.21008569111,0,0,28.8633825048562
"108",335,"B2",4,4,9.9,40,39,19.75,1225.41748444087,"B2",4,7,10.2,45,43,22,1520.53084433746,0.299999999999999,3,295.113359896591
"109",336,"B2",4,4.5,10.1,51,40,22.75,1625.97054777357,"B2",4,6,10.5,63,48,27.75,2419.22269280499,0.4,1.5,793.252145031423
"110",337,"B2",4,3.5,10.5,39,32,17.75,989.798035421634,"B2",4,7,11.1,63,52,28.75,2596.72267773281,0.6,3.5,1606.92464231118
"111",338,"B2",4,3.5,9.1,34,33,16.75,881.413088872786,"B2",4,5,8.3,38,35,18.25,1046.34670318625,0,1.5,164.933614313464
"112",340,"B2",4,4,9.5,43,37,20,1256.63706143592,"B2",4,7,9.2,50,49,24.75,1924.4218498646,0,3,667.78478842868
"113",341,"B2",4,4,7.8,32,30,15.5,754.767635024948,"B2",4,7.5,7.3,53,40,23.25,1698.22717880613,0,3.5,943.459543781185
"114",342,"B2",4,3.5,5.7,27,23,12.5,490.873852123405,"B2",4,5.5,6.1,37,33,17.5,962.112750161874,0.399999999999999,2,471.238898038469
"115",343,"B2",4,4,12.1,54,50,26,2123.7166338267,"B2",4,7,11,75,68,35.75,4015.1517608286,0,3,1891.4351270019
"116",344,"B2",4,5,9.2,35,34,17.25,934.820163983813,"B2",4,8,7.9,42,39,20.25,1288.24933751266,0,3,353.429173528852
"117",345,"B2",5,3.7,11.3,37,33,17.5,962.112750161874,"B2",5,4.5,11.3,38,33,17.75,989.798035421634,0,0.8,27.68528525976
"118",346,"B2",5,2.7,8.5,40,30,17.5,962.112750161874,"B2",5,4.5,7.8,36,27,15.75,779.311327631118,0,1.8,0
"119",347,"B2",5,4.5,9.6,43,30,18.25,1046.34670318625,"B2",5,5.5,9.1,48,43,22.75,1625.97054777357,0,1,579.623844587317
"120",348,"B2",5,4.5,12,45,36,20.25,1288.24933751266,"B2",5,6,11.6,58,53,27.75,2419.22269280499,0,1.5,1130.97335529233
"121",349,"B2",5,4.5,6,31,25,14,615.752160103599,"B2",5,2,5.6,38,37,18.75,1104.46616727766,0,0,488.714007174062
"122",350,"B2",5,5.5,11.1,51,42,23.25,1698.22717880613,"B2",5,8.8,12.5,54,49,25.75,2083.07227887088,1.4,3.3,384.84510006475
"123",351,"B2",5,5,10.9,42,39,20.25,1288.24933751266,"B2",5,9,9.8,57,49,26.5,2206.18344098343,0,4,917.934103470768
"124",352,"B2",5,4.5,10,42,40,20.5,1320.25431267111,"B2",5,6,9.6,47,45,23,1661.902513749,0,1.5,341.64820107789
"125",353,"B2",5,6,13.2,59,37,24,1809.55736846772,"B2",5,9,9.9,59,55,28.5,2551.75863287831,0,3,742.201264410589
"126",354,"B2",5,4.5,11.4,53,43,24,1809.55736846772,"B2",5,8,11,60,48,27,2290.22104446696,0,3.5,480.663675999238
"127",355,"B2",5,5.5,11.4,57,48,26.25,2164.75368786422,"B2",5,6.5,11.6,63,44,26.75,2248.00589318435,0.199999999999999,1,83.2522053201296
"128",356,"B2",5,5.3,11.5,45,37,20.5,1320.25431267111,"B2",5,8.5,10.7,58,44,25.5,2042.82062299676,0,3.2,722.566310325652
"129",357,"B2",5,3,11.3,32,31,15.75,779.311327631118,"B2",5,4.5,10.2,34,29,15.75,779.311327631118,0,1.5,0
"130",358,"B2",5,7.5,13,48,43,22.75,1625.97054777357,"B2",5,10,13.7,67,58,31.25,3067.96157577128,0.699999999999999,2.5,1441.99102799772
"131",359,"B2",5,3.5,10.6,43,41,21,1385.4423602331,"B2",5,5.5,10.2,59,56,28.75,2596.72267773281,0,2,1211.28031749971
"132",360,"B2",5,5.5,10.6,57,43,25,1963.49540849362,"B2",5,10,11.2,77,69,36.5,4185.386812745,0.6,4.5,2221.89140425138
"133",361,"B2",5,4.5,10.5,38,27,16.25,829.576810088555,"B2",5,7.5,8.7,57,48,26.25,2164.75368786422,0,3,1335.17687777566
"134",362,"B2",5,3.5,11.5,46,37,20.75,1352.65198691126,"B2",5,6.5,9.4,48,45,23.25,1698.22717880613,0,3,345.575191894877
"135",363,"B2",5,4,10.1,29,27,14,615.752160103599,"B2",5,5.5,10.6,40,35,18.75,1104.46616727766,0.5,1.5,488.714007174062
"136",364,"B2",5,5,11.1,47,45,23,1661.902513749,"B2",5,7.7,12.4,62,58,30,2827.43338823081,1.3,2.7,1165.53087448181
"137",366,"B2",5,4.5,11.2,40,29,17.25,934.820163983813,"B2",5,6,7.8,49,51,25,1963.49540849362,0,1.5,1028.67524450981
"138",366,"B2",5,4.5,11.2,40,29,17.25,934.820163983813,"B2",5,5.5,8.2,46,45,22.75,1625.97054777357,0,1,691.150383789754
"139",367,"B2",5,4.2,9.8,46,46,23,1661.902513749,"B2",5,6,10.6,67,56,30.75,2970.57220351,0.799999999999999,1.8,1308.669689761
"140",368,"B2",5,4.5,12.1,45,30,18.75,1104.46616727766,"B2",5,7,11.2,65,53,29.5,2733.97100678652,0,2.5,1629.50483950886
"141",369,"B3",7,7.5,12.1,65,59,31,3019.07054009979,"B3",7,9,14,83,68,37.75,4476.9658809063,1.9,1.5,1457.89534080651
"142",370,"B3",7,4,9.2,39,35,18.5,1075.21008569111,"B3",7,12,7.8,45,47,23,1661.902513749,0,8,586.692428057894
"143",371,"B3",7,4.5,11.9,45,37,20.5,1320.25431267111,"B3",7,6.5,10.4,62,52,28.5,2551.75863287831,0,2,1231.5043202072
"144",372,"B3",7,7,11.5,57,49,26.5,2206.18344098343,"B3",7,7,9.7,53,52,26.25,2164.75368786422,0,0,0
"145",373,"B3",7,8,13.3,71,52,30.75,2970.57220351,"B3",7,11.5,13.6,93,54,36.75,4242.91722821387,0.299999999999999,3.5,1272.34502470387
"146",374,"B3",7,8.2,12,52,39,22.75,1625.97054777357,"B3",7,10,11.2,55,44,24.75,1924.4218498646,0,1.8,298.45130209103
"147",375,"B3",7,7.3,12.8,54,48,25.5,2042.82062299676,"B3",7,10,11,68,58,31.5,3117.24531052447,0,2.7,1074.42468752771
"148",376,"B3",7,6,10.5,54,49,25.75,2083.07227887088,"B3",7,5.5,10.9,66,65,32.75,3369.5544705159,0.4,0,1286.48219164502
"149",378,"B3",7,8.3,13.4,58,55,28.25,2507.1872871055,"B3",7,7,12,64,59,30.75,2970.57220351,0,0,463.384916404495
"150",380,"B3",7,7.3,9.8,52,51,25.75,2083.07227887088,"B3",7,9.5,8.5,60,57,29.25,2687.82886468692,0,2.2,604.756585816035
"151",381,"B3",7,5.5,13,50,40,22.5,1590.43128087983,"B3",7,6.5,13,52,40,23,1661.902513749,0,1,71.4712328691678
"152",382,"B3",7,7,13,49,33,20.5,1320.25431267111,"B3",7,9,12.3,76,64,35,3848.4510006475,0,2,2528.19668797639
"153",383,"B3",7,6.5,11.6,34,33,16.75,881.413088872786,"B3",7,8,13.6,36,30,16.5,855.298599939821,2,1.5,0
"154",384,"B3",3,5,10,40,39,19.75,1225.41748444087,"B3",3,7.5,11.8,61,57,29.5,2733.97100678652,1.8,2.5,1508.55352234565
"155",385,"B3",3,3.5,7,46,42,22,1520.53084433746,"B3",3,7,9.5,53,47,25,1963.49540849362,2.5,3.5,442.964564156161
"156",386,"B3",3,3.7,6.8,39,28,16.75,881.413088872786,"B3",3,5,7.2,34,40,18.5,1075.21008569111,0.4,1.3,193.79699681832
"157",387,"B3",3,4,5.5,38.5,26,16.125,816.863177318559,"B3",3,3.5,5.9,48,30,19.5,1194.59060652752,0.4,0,377.72742920896
"158",387,"B3",3,4,5.5,38.5,26,16.125,816.863177318559,"B3",7,8.5,10.2,64,47,27.75,2419.22269280499,4.7,4.5,1602.35951548643
"159",388,"B3",3,3.5,6.8,42,36,19.5,1194.59060652752,"B3",3,6.5,7.1,52,48,25,1963.49540849362,0.3,3,768.904801966102
"160",389,"B3",3,2.5,6.1,29,29,14.5,660.519855417254,"B3",3,3.7,9.7,29,28,14.25,637.939658219577,3.6,1.2,0
"161",390,"B3",3,3.5,6.8,37,31,17,907.92027688745,"B3",3,8,3,43,36,19.75,1225.41748444087,0,4.5,317.497207553419
"162",391,"B3",3,1.5,4.2,17.5,16.5,8.5,226.980069221863,"B3",3,2.5,4.2,30,22,13,530.929158456675,0,1,303.949089234813
"163",392,"B3",3,5,8.3,41,38,19.75,1225.41748444087,"B3",3,6,9.4,58,39,24.25,1847.45282985165,1.1,1,622.035345410779
"164",393,"B3",3,4.5,8.5,45,34,19.75,1225.41748444087,"B3",3,7,8.4,68,61,32.25,3267.45270927423,0,2.5,2042.03522483337
"165",394,"B3",3,2.2,3.6,26,24,12.5,490.873852123405,"B3",3,3,4.8,35,26,15.25,730.616641500476,1.2,0.8,239.742789377071
"166",396,"B3",3,3.5,5,22,15,9.25,268.802521422777,"B3",3,4,4.9,33,27,15,706.858347057703,0,0.5,438.055825634927
"167",397,"B3",3,2,4.6,14,13,6.75,143.138815279185,"B3",3,3,3.3,21,22,10.75,363.05030103047,0,1,219.911485751286
"168",398,"B3",3,4,5.7,21.5,21,10.625,354.65635815916,"B3",3,3,6.3,35,34,17.25,934.820163983813,0.6,0,580.163805824653
"169",399,"B3",5,8,13.1,55.5,41,24.125,1828.45601177447,"B3",5,11,13.5,72,59,32.75,3369.5544705159,0.4,3,1541.09845874143
"170",400,"B3",5,8.5,12,57,43,25,1963.49540849362,"B3",5,11.5,12.7,62,52,28.5,2551.75863287831,0.699999999999999,3,588.263224384689
"171",401,"B3",5,6.6,11.3,68,58,31.5,3117.24531052447,"B3",5,8,10.2,65,63,32,3216.99087727595,0,1.4,99.745566751476
"172",402,"B3",5,10,13.5,60,47,26.75,2248.00589318435,"B3",5,10.5,12.9,61,60,30.25,2874.75362757551,0,0.5,626.747734391164
"173",403,"B3",5,4.5,10.7,41,33,18.5,1075.21008569111,"B3",5,7.5,10,64,60,31,3019.07054009979,0,3,1943.86045440868
"174",404,"B3",5,9,14.5,52,49,25.25,2002.96166620434,"B3",5,14,13.5,83,80,40.75,5216.8109508267,0,5,3213.84928462236
"175",405,"B3",5,4.5,10,47,45,23,1661.902513749,"B3",5,5.5,10.3,57,46,25.75,2083.07227887088,0.300000000000001,1,421.169765121882
"176",406,"B3",5,7.5,10.5,49,43,23,1661.902513749,"B3",5,11,11.8,59,47,26.5,2206.18344098343,1.3,3.5,544.280927234432
"177",407,"B3",5,7.2,12.4,55,54,27.25,2332.82889483127,"B3",5,10,10,62,59,30.25,2874.75362757551,0,2.8,541.924732744239
"178",408,"B3",5,6,13.3,59,57,29,2642.07942166902,"B3",5,8,14.7,59,46,26.25,2164.75368786422,1.4,2,0
"179",409,"B3",5,8,17.2,54,54,27,2290.22104446696,"B3",5,13.5,12.2,54,40,23.5,1734.94454294496,0,5.5,0
"180",410,"B3",5,10,14.5,68,50,29.5,2733.97100678652,"B3",5,13,14.2,72,63,33.75,3578.47038197962,0,3,844.499375193106
"181",411,"B3",5,9.5,11.7,53,51,26,2123.7166338267,"B3",5,13,13.3,61,53,28.5,2551.75863287831,1.6,3.5,428.041999051609
"182",411,"B3",5,9.5,11.7,53,51,26,2123.7166338267,"B4",7,12.8,15.5,78,75,38.25,4596.34640174272,3.8,3.3,2472.62976791602
"183",412,"B3",5,9,13.5,59,57,29,2642.07942166902,"B3",5,9,13,65,59,31,3019.07054009979,0,0,376.991118430775
