"","Individuo","Bloque.x.x","Tratamiento.x.x","df.tallo.12","df.alt.12","df.cob.12","Bloque.x.y","Tratamiento.x.y","df.tallo.23","df.alt.23","df.cob.23","Bloque.x","Tratamiento.x","df.tallo.13","df.alt.13","df.cob.13"
"446",658,"B5",6,0.100000000000001,1,0,"B5",6,0.799999999999999,2,278.619998465245,"B5",6,0.9,3,231.496108661398
"447",659,"B5",6,0.699999999999999,1.3,1271.36327699962,"B5",6,2.3,2,891.623264996953,"B5",6,3,3.3,2162.98654199657
"448",660,"B5",6,0.700000000000001,3.5,839.394287131023,"B5",6,0,4,1281.18075404209,"B5",6,0.700000000000001,7.5,2120.57504117311
"449",661,"B5",6,1.7,0.2,241.902634326414,"B5",6,3.4,8.2,337.721210260903,"B5",6,5.1,8.4,579.623844587317
"450",662,"B5",6,0,2.4,1489.31126734241,"B5",6,0,4.2,1735.72994110836,"B5",6,0,6.6,3225.04120845077
"451",663,"B5",6,0.199999999999999,1.1,1121.54857733156,"B5",6,0,7,138.4264262988,"B5",6,0.199999999999999,8.1,1259.97500363036
"452",664,"B5",6,0,2.5,540.942985039992,"B5",6,0.100000000000001,4.7,1231.5043202072,"B5",6,0,7.2,1772.44730524719
"453",664,"B5",6,0,2.5,540.942985039992,"B5",6,0.100000000000001,4.7,1231.5043202072,"B5",6,0.699999999999999,9.5,1426.87211335231
"454",664,"B5",6,0,2.5,540.942985039992,"B5",6,1,7,885.929128312322,"B5",6,0,7.2,1772.44730524719
"455",664,"B5",6,0,2.5,540.942985039992,"B5",6,1,7,885.929128312322,"B5",6,0.699999999999999,9.5,1426.87211335231
"456",665,"B5",6,0,0,262.862947812084,"B5",6,4.2,3,1199.10664596705,"B5",6,3.7,2.2,1461.96959377914
"457",665,"B5",6,0,0,262.862947812084,"B5",6,4.2,3,1199.10664596705,"B5",6,0.899999999999999,2.9,1690.71680886864
"458",665,"B5",6,0,0,262.862947812084,"B5",6,1.4,3.7,1427.85386105656,"B5",6,3.7,2.2,1461.96959377914
"459",665,"B5",6,0,0,262.862947812084,"B5",6,1.4,3.7,1427.85386105656,"B5",6,0.899999999999999,2.9,1690.71680886864
"460",666,"B5",6,7.9,4.2,370.118884501048,"B5",6,0,1,295.113359896591,"B5",6,4.2,5.2,665.232244397639
"461",667,"B5",5,1.2,2,2010.81564783832,"B5",5,0,6.5,1033.38763349019,"B5",5,0.5,8.5,3044.20328132851
"462",668,"B5",5,0.3,0.6,204.350784638974,"B5",5,4.7,5.7,397.215121138259,"B5",5,5,6.3,601.565905777233
"463",669,"B5",5,0,1.8,808.371059676824,"B5",5,0.100000000000001,8,3604.97756999429,"B5",5,0.100000000000001,9.8,4413.34862967111
"464",670,"B5",5,1.5,3.1,597.491652804609,"B5",5,0,4,2073.45115136926,"B5",5,0.199999999999999,7.1,2670.94280417387
"465",671,"B5",5,1.6,2.2,144.316912524281,"B5",5,0.399999999999999,0.8,1599.8560588406,"B5",5,2,3,1744.17297136488
"466",672,"B5",5,1.7,3.3,745.342857064178,"B5",5,3.5,6.2,590.619418874881,"B5",5,5.2,9.5,1335.96227593906
"467",673,"B5",5,0.5,1.6,496.371639267187,"B5",5,0.199999999999999,3.8,1436.29689131308,"B5",5,0.699999999999999,5.4,1932.66853058027
"468",674,"B5",5,0,5.5,1343.03085940964,"B5",5,0,5,637.743308678728,"B5",5,0,10.5,1980.77416808836
"469",675,"B5",5,4.1,1.2,452.38934211693,"B5",5,1.9,10,2323.20776732965,"B5",5,1.9,11.2,1917.35326639402
"470",675,"B5",5,4.1,1.2,452.38934211693,"B5",5,1.9,10,2323.20776732965,"B5",5,6,11.2,2775.59710944658
"471",675,"B5",5,0,1.2,0,"B5",5,1.9,10,2323.20776732965,"B5",5,1.9,11.2,1917.35326639402
"472",675,"B5",5,0,1.2,0,"B5",5,1.9,10,2323.20776732965,"B5",5,6,11.2,2775.59710944658
"473",676,"B5",5,1.2,0,517.381040138069,"B5",5,10.8,4,209.701309627119,"B5",5,12,3.5,727.082349765188
"474",678,"B5",5,0,0,489.057618870549,"B5",5,1.3,7,1393.88539048962,"B5",5,1.3,7,1882.94300936017
"475",679,"B5",5,0,3.7,1460.6442343784,"B5",5,0.9,6,1288.24933751266,"B5",5,0.299999999999999,9.7,2748.89357189107
"476",680,"B5",5,0.6,2.3,705.091201190059,"B5",5,0.0999999999999996,7.5,1615.56402210855,"B5",5,0.699999999999999,9.8,2320.65522329861
"477",681,"B5",5,0.0999999999999996,1,890.641517292706,"B5",5,1.8,5.5,518.166438301466,"B5",5,1.9,6.5,1408.80795559417
"478",682,"B5",5,1.8,0,610.843421582365,"B5",5,0,7.5,958.971157508284,"B5",5,1.2,6.7,1569.81457909065
"479",683,"B5",5,0,0,746.128255227576,"B5",5,0,6,477.325733804799,"B5",5,0,5.5,1223.45398903238
"480",684,"B5",5,0.5,0.5,124.681958439345,"B5",5,0.5,8.3,106.814150222053,"B5",5,1,8.8,231.496108661398
"481",685,"B5",5,0,1.5,265.660928769187,"B5",5,1,6.8,375.223972563131,"B5",5,0.4,8.3,640.884901332318
"482",686,"B5",5,0.7,0.3,0,"B5",5,0.7,0,273.318560862312,"B5",5,1.4,0.3,226.194671058465
"483",687,"B5",1,1.3,0.5,519.099098620501,"B5",1,1.5,2,790.306901918682,"B5",1,2.8,2.5,1309.40600053918
"484",688,"B5",1,1.5,1.3,17.0824100538945,"B5",1,1.7,1.2,1318.09446772177,"B5",1,3.2,2.5,1335.17687777566
"485",689,"B5",1,1.6,1.8,1086.79470860122,"B5",1,0.3,6,542.36651921115,"B5",1,1.9,7.8,1629.16122781237
"486",690,"B5",1,3.1,2.3,1489.11491780156,"B5",1,1.7,6,2607.71825202038,"B5",1,4.9,8.2,3534.29173528852
"487",690,"B5",1,3.1,2.3,1489.11491780156,"B5",1,1.8,5.9,2045.17681748696,"B5",1,4.9,8.2,3534.29173528852
"488",690,"B5",1,3.2,2.2,926.57348326814,"B5",1,1.7,6,2607.71825202038,"B5",1,4.9,8.2,3534.29173528852
"489",690,"B5",1,3.2,2.2,926.57348326814,"B5",1,1.8,5.9,2045.17681748696,"B5",1,4.9,8.2,3534.29173528852
"490",691,"B5",1,0.800000000000001,0.5,519.344535546563,"B5",1,3.2,3,551.349510705009,"B5",1,4,3.5,1070.69404625157
"491",692,"B5",1,2.1,1.3,585.857942509284,"B5",1,3.1,4,939.532552964198,"B5",1,5.2,5.3,1525.39049547348
"492",693,"B5",1,0,0,0,"B5",1,0.8,1.5,186.924762888593,"B5",1,0.5,1.3,159.19039024362
"493",694,"B5",1,1,0,0,"B5",1,3.2,6.5,2998.65018785146,"B5",1,4.2,6.2,2694.89744815749
"494",695,"B5",1,1.5,1,591.601166579128,"B5",1,1,5.5,1477.92299397315,"B5",1,2.5,6.5,2069.52416055228
"495",696,"B5",1,0,1.3,777.544181763474,"B5",1,2.6,4.8,1505.41192969206,"B5",1,1.6,6.1,2282.95611145553
"496",697,"B5",1,1.9,2.8,1330.46448879528,"B5",1,1.2,8.5,1046.1503536454,"B5",1,3.1,11.3,2376.61484244068
"497",698,"B5",1,1.1,1.8,1138.23828830375,"B5",1,0,7,1036.72557568463,"B5",1,0,8.8,2174.96386398838
"498",698,"B5",1,1.1,1.8,1138.23828830375,"B5",1,0,7,1036.72557568463,"B5",1,2.1,6.8,2331.06174896363
"499",698,"B5",1,1.1,1.8,1138.23828830375,"B5",1,1,5,1192.82346065987,"B5",1,0,8.8,2174.96386398838
"500",698,"B5",1,1.1,1.8,1138.23828830375,"B5",1,1,5,1192.82346065987,"B5",1,2.1,6.8,2331.06174896363
"501",699,"B5",1,3.5,2.5,268.606171881927,"B5",1,0.700000000000001,4.2,446.106156809751,"B5",1,4.2,6.7,714.712328691678
"502",700,"B5",1,0.9,0.5,135.28483364521,"B5",1,1.6,1.7,950.331777710912,"B5",1,2.5,2.2,1085.61661135612
"503",701,"B5",1,1,3.8,1728.66135763778,"B5",1,0.6,5,645.008241690154,"B5",1,1.6,8.8,2373.66959932794
"504",702,"B5",1,1.6,1.3,474.755518315081,"B5",1,1.3,4,734.347282776614,"B5",1,2.9,5.3,1209.1028010917
"505",703,"B5",1,3.6,0,366.977291847458,"B5",1,2.1,0,540.157586876595,"B5",1,5.7,0,907.134878724053
"506",704,"B5",1,4.8,1.7,471.827946661017,"B5",1,0.899999999999999,4.9,1422.55242345363,"B5",1,5.7,6.6,1894.38037011465
"507",705,"B5",1,0.6,0,429.023746755856,"B5",1,3.8,3.5,1201.6591899981,"B5",1,4.4,2.5,1630.68293675395
"508",706,"B5",1,2.6,1.2,489.057618870549,"B5",1,2.3,6,1174.95565244258,"B5",1,4.9,7.2,1664.01327131313
"509",707,"B5",1,2.4,0.5,392.453644772662,"B5",1,0.100000000000001,6,541.777470588602,"B5",1,2.5,6.5,934.231115361265
"510",708,"B5",1,1.7,0,125.074657521044,"B5",1,0.999999999999999,5,947.190185057323,"B5",1,2.7,4.5,1072.26484257837
"511",710,"B5",3,0.2,0,0,"B5",3,0.1,2.7,190.704491549943,"B5",3,0.3,2.2,168.909692515664
"512",711,"B5",3,0,0,369.137136796801,"B5",3,2.6,2.5,587.477826221291,"B5",3,2.2,1.2,956.614963018092
"513",712,"B5",3,4.7,1.5,250.345664582937,"B5",3,0,2,703.716754404114,"B5",3,4.4,3.5,954.06241898705
"514",712,"B5",3,4.7,1.5,250.345664582937,"B5",3,0,2,703.716754404114,"B5",4,0,3.4,643.044746281661
"515",712,"B5",4,0,1.4,0,"B5",3,0,2,703.716754404114,"B5",3,4.4,3.5,954.06241898705
"516",712,"B5",4,0,1.4,0,"B5",3,0,2,703.716754404114,"B5",4,0,3.4,643.044746281661
"517",713,"B5",3,1.2,0,62.8318530717959,"B5",3,1.1,1.3,293.542563569796,"B5",3,2.3,0.8,356.374416641592
"518",714,"B5",3,1.2,0,39.2699081698724,"B5",3,1.5,0.5,186.924762888593,"B5",3,2.7,0,226.194671058465
"519",715,"B5",3,0,0,291.579068161303,"B5",3,7.5,3.5,324.173091942297,"B5",3,6.6,3.5,615.752160103599
"520",717,"B5",3,0,0,197.478550709246,"B5",3,0,1,130.572444664826,"B5",3,0,0.3,328.050995374072
"521",718,"B5",3,0,0,75.398223686155,"B5",3,2.8,3.5,863.937979737193,"B5",3,2.5,3,939.336203423348
"522",719,"B5",3,0.6,0.5,174.947440896782,"B5",3,2,3.5,1282.75155036888,"B5",3,2.6,4,1457.69899126566
"523",720,"B5",3,0.8,1.7,490.088453960008,"B5",3,4.4,3.7,1081.49327099829,"B5",3,5.2,5.4,1571.58172495829
"524",721,"B5",3,0.9,1,289.026524130261,"B5",3,2,3,652.862223324129,"B5",3,2.9,4,941.88874745439
"525",722,"B5",3,0,0.7,97.1930227204342,"B5",3,1.8,1.8,366.830029691821,"B5",3,1.7,2.5,464.023052412255
"526",723,"B5",3,2.3,0.8,332.959733895306,"B5",3,0.2,1.7,414.101181651305,"B5",3,2.5,2.5,747.06091554661
"527",725,"B5",3,0,1,231.643370817035,"B5",3,2.3,2.2,790.306901918682,"B5",3,1.7,3.2,1021.95027273572
"528",726,"B5",3,0.3,0.0999999999999996,267.575336792468,"B5",3,5.4,3.7,942.477796076938,"B5",3,5.7,3.8,1210.05313286941
"529",727,"B5",3,0,0.3,104.212518805799,"B5",3,2.9,4.2,1187.52202305694,"B5",3,1.6,4.5,1291.73454186274
"530",728,"B5",3,0,0,58.9048622548086,"B5",3,2.7,1,209.112261004571,"B5",3,2.5,0.8,268.017123259379
"531",729,"B5",3,0,0,87.3755456779662,"B5",3,3.2,2.3,160.221225333079,"B5",3,3.2,0,247.596771011046
"532",730,"B5",3,0.2,0.8,83.2522053201296,"B5",3,2.2,0.8,926.57348326814,"B5",3,2.4,1.6,1009.82568858827
"533",731,"B5",3,0.0999999999999996,0.7,37.1100632205294,"B5",3,3,1.6,257.610597594363,"B5",3,3.1,2.3,294.720660814892
"534",732,"B5",3,1.8,0,238.761041672824,"B5",3,2.9,3.6,937.176358474005,"B5",3,4.7,3,1175.93740014683
"535",733,"B5",2,0,0,54.1924732744239,"B5",2,1.6,2,282.743338823081,"B5",2,0.600000000000001,1.2,336.935812097505
"536",734,"B5",2,0,0.5,301.59289474462,"B5",7,0.5,3.4,885.340079689774,"B5",2,0,3.9,1186.93297443439
"537",735,"B5",2,0.6,1.8,164.933614313464,"B5",7,0.0999999999999996,2.5,273.90760948486,"B5",2,0.699999999999999,4.3,438.841223798324
"538",737,"B5",2,0,0.7,149.814699668063,"B5",7,0,0.3,0,"B5",2,0,1,0
"539",738,"B5",2,0,1.1,26.1144889329652,"B5",7,2.2,4.2,1494.41635540449,"B5",2,1.8,5.3,1520.53084433746
"540",739,"B5",2,0.0999999999999996,0,50.2654824574367,"B5",7,1.4,0,161.988371200724,"B5",2,1.5,0,212.25385365816
"541",740,"B5",2,0,2,191.637151868977,"B5",7,0.6,2.5,1173.38485611579,"B5",2,0.6,4.5,1365.02200798476
"542",741,"B5",2,0,2.7,1450.04135917254,"B5",7,0,8,0,"B5",2,0,10.7,1401.93572166445
"543",742,"B5",2,0.5,0,290.400970916207,"B5",2,1,1.5,0,"B5",2,1.5,1,122.522113490002
"544",743,"B5",2,0,2,760.26542216873,"B5",7,3.1,2,494.800842940392,"B5",2,2.4,4,1255.06626510912
"545",744,"B5",2,0,0,146.084058391925,"B5",7,1.4,2.5,111.330189661588,"B5",2,0.5,1.5,257.414248053514
"546",745,"B5",2,0,2,346.949638680823,"B5",2,3,1.3,672.497177409065,"B5",2,2.1,3.3,1019.44681608989
"547",746,"B5",2,0,3.3,86.5901475145688,"B5",7,2.5,4,2162.98654199657,"B5",2,2.5,7.3,2249.57668951114
"548",747,"B5",2,0,0,480.07462737669,"B5",7,2.7,6.2,1865.90968669149,"B5",2,2.5,5.1,2345.98431406818
"549",748,"B5",7,0,0.7,182.212373908208,"B5",7,1.2,5.5,470.649849415921,"B5",7,0.6,6.2,652.862223324129
"550",749,"B5",7,0.199999999999999,0,0,"B5",7,0.4,0,1634.60992757094,"B5",7,0.6,0,1634.60992757094
"551",750,"B5",7,0,0.4,0,"B5",7,0,0,662.679700366597,"B5",7,0,0.4,640.884901332318
"552",751,"B5",7,0,1.5,904.77868423386,"B5",7,0.5,5.5,1288.24933751266,"B5",7,0.5,7,2193.02802174653
"553",752,"B5",7,0,1,1340.0856162969,"B5",7,3.3,6.5,2904.99145686631,"B5",7,2.9,7.5,4245.07707316321
"554",753,"B5",7,0,1.7,92.4806337400496,"B5",7,2.8,4,1618.11656613959,"B5",7,1.5,5.7,1710.59719987964
"555",754,"B5",7,0,1,572.55526111674,"B5",7,0,0,872.577359534565,"B5",7,0,1,1445.1326206513
"556",755,"B5",7,0,0,79.2761271179299,"B5",7,2.4,1.5,136.070231808608,"B5",7,1.6,1.4,215.346358926538
"557",756,"B5",7,0,2.6,538.78314009065,"B5",7,0.300000000000001,5.2,2194.40246853247,"B5",7,0.300000000000001,7.8,2733.18560862312
"558",757,"B5",7,0,0,400.553063332698,"B5",7,1.3,7.5,1248.78307980194,"B5",7,0.200000000000001,6.3,1649.33614313464
"559",758,"B5",7,0,0.8,385.826847768997,"B5",7,2.8,3,1286.48219164502,"B5",7,1.95,3.8,1672.30903941402
"560",759,"B5",7,0,2.3,349.502182711865,"B5",7,3.8,5.5,1045.56130502285,"B5",7,3.8,7.8,1395.06348773472
"561",760,"B5",7,1.8,0.3,183.783170235003,"B5",7,2.3,1,620.268199543135,"B5",7,4.1,1.3,804.051369778138
"562",761,"B5",7,0,0,71.2748833283184,"B5",7,12.8,6,0,"B5",7,12.4,4.8,0
"563",762,"B5",7,4,0,846.070171519901,"B5",7,1.7,4,1088.56185446886,"B5",7,5.7,2.7,1934.63202598876
"564",763,"B5",7,0,0,156.145008865047,"B5",7,2.1,4.5,0,"B5",7,2,4.5,0
"565",766,"B5",4,0.100000000000001,1.2,1154.53530019425,"B5",4,3.7,5.5,298.45130209103,"B5",4,3.8,6.7,1452.98660228528
"566",767,"B5",4,1.6,0,496.371639267187,"B5",4,3.1,8,1247.8013320977,"B5",4,4.7,7.8,1744.17297136488
"567",768,"B5",4,0,0,300.660234425586,"B5",4,2.1,6.5,1311.56584548853,"B5",4,1.8,6.5,1612.22607991411
"568",769,"B5",4,0,0,630.871074749,"B5",4,2.7,8,516.791991515521,"B5",4,2.1,7.5,1147.66306626452
"569",770,"B5",4,1.2,0,498.924183298229,"B5",4,2.6,3.7,1174.95565244258,"B5",4,3.8,0,1673.87983574081
"570",771,"B5",4,0.300000000000001,0.3,298.64765163188,"B5",4,2.2,5,1376.60663089488,"B5",4,2.5,5.3,1675.25428252676
"571",773,"B5",4,0,1.3,334.579617607313,"B5",4,0.85,4,188.495559215388,"B5",4,0,5.3,523.075176822701
"572",774,"B5",4,0,1.5,226.194671058465,"B5",4,0,3,186.139364725195,"B5",4,0,4.5,412.33403578366
"573",775,"B5",4,0,6.3,519.982671554323,"B5",4,1.7,0.199999999999999,3118.76701946605,"B5",4,1.7,6.5,3638.74969102038
"574",776,"B5",4,0,0.5,136.462930890307,"B5",4,3.1,3,2613.80508778671,"B5",4,2.5,3.5,2750.26801867701
"575",777,"B5",4,0,1,0,"B5",4,0,4,819.808420431299,"B5",4,0,5,772.684530627452
"576",778,"B5",4,0,1.2,923.873677081461,"B5",4,0,6.3,269.391570045325,"B5",4,0,7.5,1193.26524712679
"577",779,"B5",4,2.3,2.7,529.800148596791,"B5",4,2,6.3,601.173206695534,"B5",4,4.3,9,1130.97335529233
"578",780,"B5",4,0.0999999999999996,1,765.763209312512,"B5",4,3.1,6.5,991.368831748429,"B5",4,3.2,7.5,1757.13204106094
"579",781,"B5",4,0.399999999999999,1.7,532.352692627833,"B5",4,3.2,2,534.070751110265,"B5",4,3.6,3.7,1066.4234437381
"580",782,"B5",4,0,0.8,339.292006587698,"B5",4,0,3,1130.97335529233,"B5",4,0,3.8,1470.26536188002
"581",783,"B5",4,0,2.6,929.911425462579,"B5",4,1.4,4.8,144.513262065131,"B5",4,1.4,7.4,1074.42468752771
"582",784,"B5",4,0.0999999999999996,0.7,239.742789377071,"B5",4,1.9,5.1,967.610537305656,"B5",4,2,5.8,1207.35332668273
"583",785,"B5",4,1,1,295.309709437441,"B5",4,1,4,791.484999163778,"B5",4,2,5,1086.79470860122
"584",915,"B3",2,0,3.7,1629.70118904971,"B3",1,1.4,1.5,261.53758841135,"B3",2,0.5,5.2,1891.23877746106
"585",950,"B3",1,0,1.3,1083.84946548848,"B3",2,0,5.2,819.955682586936,"B3",1,0,6.5,1903.80514807541
