"","Bloque.x","Tratamiento.x","Individuo","hTallo.1","DTallo.1","ACob.1","hTallo.2","DTallo.2","ACob.2","hTallo.3","DTallo.3","ACob.3"
"258","B3",2,493,4,12.6,907.92027688745,7.5,16.9,2332.82889483127,15.5,13.1,3019.07054009979
"259","B3",2,494,3.5,9.8,649.180669433203,7.3,13.2,1590.43128087983,13.5,12.3,2248.00589318435
"260","B3",2,496,4.5,11.6,804.247719318987,6,12.3,2687.82886468692,10.5,13.2,4242.91722821387
"261","B3",2,497,4.2,11.4,989.798035421634,7,12.7,2332.82889483127,14.5,11.3,3903.62522162617
"262","B3",2,498,2.5,5.3,165.129963854314,2.5,5.9,452.38934211693,5,3.8,572.55526111674
"263","B3",2,499,6.5,13.3,1661.902513749,8.5,14.6,1772.05460616549,21.5,13.6,4300.84034276443
"264","B3",2,500,3.5,12.2,989.798035421634,7.5,12.2,1885.74099031727,12,11.9,3019.07054009979
"265","B3",2,501,4,17.3,855.298599939821,8.5,17.3,2507.1872871055,11,10.7,3903.62522162617
"266","B3",2,502,4.5,14.4,1225.41748444087,10,14.4,2922.4665660019,19,14.3,4185.386812745
"267","B3",2,503,3,11.2,881.413088872786,6.2,15.4,2083.07227887088,13,14.2,3117.24531052447
"268","B3",2,504,3.3,8.1,1352.65198691126,6.5,15.5,1809.55736846772,12.5,13.2,3578.47038197962
"269","B3",2,505,3,12.4,1017.87601976309,6.5,12.3,2827.43338823081,13,12.6,6151.43476526966
"270","B3",2,506,4.5,11.1,1046.34670318625,7.5,12.1,3685.28453220168,13.5,11.3,4128.24909635784
"271","B4",7,507,5,4.9,1104.46616727766,7,13.6,1963.49540849362,17.7,8.5,3525.65235549115
"272","B4",7,508,3,10.7,683.492751696629,4,10.5,1772.05460616549,10.8,6.5,1734.94454294496
"273","B4",7,509,4,8.9,804.247719318987,7,9.1,3067.96157577128,12.3,14.5,3369.5544705159
"274","B4",7,510,5.5,11.4,1225.41748444087,2.5,12,3685.28453220168,12.6,17.5,5574.8052511803
"275","B4",7,512,3.2,11.4,683.492751696629,5.5,11.2,1452.20120412188,12.3,10,3166.92174435936
"276","B4",7,513,3.8,10.6,855.298599939821,3.5,11.2,2642.07942166902,10,13.5,1089.78903909917
"277","B4",7,514,3.5,11.2,481.105462466149,8.5,11.2,1809.55736846772,14.8,16,5058.01325966478
"278","B4",7,516,2.8,9.7,520.768069717721,4,8.9,1256.63706143592,9.8,11.5,2002.96166620434
"279","B4",7,517,4.7,11.7,1256.63706143592,5.5,10.9,1256.63706143592,13.9,11.3,1734.94454294496
"280","B4",7,518,4.5,10.1,804.247719318987,5,10,1256.63706143592,10.9,15,2642.07942166902
"281","B4",7,519,3,10.6,989.798035421634,6,10.6,2596.72267773281,11.3,14.5,3959.19214168654
"282","B4",7,520,1.5,8.3,490.873852123405,2.5,9.3,1017.87601976309,11.4,6,1625.97054777357
"283","B4",7,521,3.7,9.1,490.873852123405,4.5,9.6,934.820163983813,10,7.5,1661.902513749
"284","B4",7,522,2.5,6.5,194.82783190778,3.5,7,881.413088872786,9.4,6.5,1847.45282985165
"285","B4",7,523,2.5,10.4,706.858347057703,5,9.9,2375.82944427728,12.9,12,2529.42387260669
"286","B4",7,524,4.5,7.9,730.616641500476,6.5,9.4,1847.45282985165,11.3,9,2419.22269280499
"287","B4",7,525,1,7,572.55526111674,3.5,7.7,637.939658219577,9.7,5.5,1590.43128087983
"288","B4",7,526,3.5,9.7,132.732289614169,3.5,9.7,201.061929829747,8.7,5.2,354.65635815916
"289","B4",7,527,3.2,5.1,233.705040995953,4,6.3,572.55526111674,5.7,7.5,1017.87601976309
"290","B4",6,528,3.8,11.9,1352.65198691126,7.5,11.9,3421.19439975928,13,12.7,5089.57644835631
"291","B4",6,529,3.5,12.3,829.576810088555,6,13.2,2206.18344098343,11.5,14,3903.62522162617
"292","B4",6,530,5.2,13,1134.11494794592,9.5,13,3318.30724035422,15,16.3,3166.92174435936
"293","B4",6,531,4.5,12.7,1418.62543263664,6.5,12.7,2375.82944427728,10.5,12.8,3739.28065593525
"294","B4",6,532,5,10.4,1003.78794020715,8,11.3,2290.22104446696,14.5,12.9,5475.99234474786
"295","B4",6,533,5.2,15.2,1288.24933751266,7,16.1,2642.07942166902,13.5,17.7,6221.13885227119
"296","B4",6,535,3.5,9.4,363.05030103047,4,10.6,1963.49540849362,9,10.4,1194.59060652752
"297","B4",6,536,4,10.4,779.311327631118,3,10.2,1486.16967468882,5.5,8.6,1225.41748444087
"298","B4",6,537,5.8,13.4,1256.63706143592,6.5,13.2,1256.63706143592,8.5,14.2,2375.82944427728
"299","B4",6,538,5.7,15,962.112750161874,5.7,15,3369.5544705159,8.5,13.6,4242.91722821387
"300","B4",6,539,5.2,12.9,1734.94454294496,6,12,1734.94454294496,12.1,13.4,3421.19439975928
"301","B4",6,540,4.2,12.5,855.298599939821,5,11.3,1486.16967468882,5,9.2,934.820163983813
"302","B4",6,541,4,14,989.798035421634,6.5,14,2042.82062299676,5,12.6,1885.74099031727
"303","B4",6,542,3.5,10.8,572.55526111674,5.5,10.8,1194.59060652752,5.5,13.2,2507.1872871055
"304","B4",6,542,3.5,10.8,572.55526111674,5.5,10.8,1194.59060652752,7.5,11.7,2596.72267773281
"305","B4",6,543,5.5,11.7,779.311327631118,8,12.7,3019.07054009979,9.5,21.6,2874.75362757551
"306","B4",6,544,4.5,13.1,1698.22717880613,7.5,13.1,2042.82062299676,5,11.5,2642.07942166902
"307","B4",6,545,4.5,12.1,1256.63706143592,6.5,13.1,3369.5544705159,5,14.1,3019.07054009979
"308","B4",2,549,6.2,13.3,1847.45282985165,7.5,15.6,2733.97100678652,7.5,14.3,2332.82889483127
"309","B4",2,551,4,13,1032.06227408946,6.5,13.6,1352.65198691126,5,12.3,989.798035421634
"310","B4",2,553,3.7,10.6,1017.87601976309,3,13.7,1486.16967468882,4.5,12.2,1698.22717880613
"311","B4",2,555,3.7,11.2,855.298599939821,5.3,11.2,1288.24933751266,4,10.7,962.112750161874
"312","B4",2,558,5.5,12.5,1104.46616727766,6.5,13,1046.34670318625,6.5,12.6,1418.62543263664
"313","B4",2,559,3.5,9.7,730.616641500476,5.5,8.5,1288.24933751266,7.5,9.8,2642.07942166902
"314","B4",2,559,3.5,9.7,730.616641500476,5.5,8.5,1288.24933751266,7.5,11.5,2687.82886468692
"315","B4",2,560,5.5,11.2,1590.43128087983,10,11.8,5607.93923619863,14.5,13.3,4839.81983239593
"316","B4",2,562,4.2,12.2,989.798035421634,4.5,12.2,934.820163983813,5.5,12.5,829.576810088555
"317","B4",2,563,4.5,12,962.112750161874,6,12.1,1555.2847130678,7,12.6,1847.45282985165
"318","B4",5,565,4,10.4,730.616641500476,8,11.6,1590.43128087983,10.5,14.9,1418.62543263664
"319","B4",5,566,3.5,7.8,593.95736106932,6,8.8,1486.16967468882,9.5,17,3067.96157577128
"320","B4",5,567,4.7,10.6,791.73043608984,7.7,10.6,2463.0086404144,11.5,12.5,2551.75863287831
"321","B4",5,567,4.7,10.6,791.73043608984,7.7,10.6,2463.0086404144,10.5,15.4,2419.22269280499
"322","B4",5,568,2.8,7.2,572.55526111674,5,7.2,1164.15642769587,5,16.4,1885.74099031727
"323","B4",5,569,3,10.7,637.939658219577,6.5,10.7,1734.94454294496,11,13.3,1643.88744337607
"324","B4",5,570,4.5,9.2,706.858347057703,7,12.5,2042.82062299676,7.5,17.8,2827.43338823081
"325","B4",5,571,3.5,8.4,804.247719318987,5.5,9.1,1256.63706143592,6.5,11.7,1256.63706143592
"326","B4",5,572,3.7,9.5,1046.34670318625,7.5,13.8,2874.75362757551,12.5,15.5,2827.43338823081
"327","B4",5,574,3.8,10.5,1194.59060652752,7.5,11.6,1661.902513749,9.3,10.8,2290.22104446696
"328","B4",5,576,3,7.6,551.545860245858,4.5,9.5,1352.65198691126,7.3,9.8,975.906305406542
"329","B4",5,577,2.5,10.2,934.820163983813,5,11.7,1625.97054777357,9,17,1017.87601976309
"330","B4",5,578,4.8,12.6,1256.63706143592,8,11.3,1734.94454294496,10,16.6,3552.01228135017
"331","B4",5,579,4,11.1,1385.4423602331,5,13.3,1809.55736846772,6.5,16.8,3166.92174435936
"332","B4",5,581,3.2,8.7,637.939658219577,6,12.3,829.576810088555,11.5,13.8,1075.21008569111
"333","B4",5,583,4.5,10.8,766.990393942821,6.5,9.5,1225.41748444087,11,13.6,1963.49540849362
"334","B4",5,584,4.2,9.6,934.820163983813,6.7,10.8,1698.22717880613,6.8,15.8,2642.07942166902
"335","B4",5,585,5.2,11.2,593.95736106932,6.5,11.1,1885.74099031727,18.5,14.5,2332.82889483127
"336","B4",5,586,4.3,10.4,1256.63706143592,8.5,11.9,2642.07942166902,8.5,14.5,3019.07054009979
"337","B4",4,587,2.3,5.1,170.873187924157,3,9.7,779.311327631118,6,13.1,907.92027688745
"338","B4",3,588,4,12,962.112750161874,4,12,1885.74099031727,7,13.5,1734.94454294496
"339","B4",4,589,4.5,11.8,881.413088872786,6.5,11.8,1661.902513749,7.8,18,1661.902513749
"340","B4",4,590,4,11.8,855.298599939821,5.5,11.8,1104.46616727766,9,13.8,2042.82062299676
"341","B4",4,591,3.5,8.2,779.311327631118,5,9.9,1418.62543263664,7.5,10.5,1847.45282985165
"342","B4",4,592,4,12,1164.15642769587,3.5,11.2,1046.34670318625,5,14.2,754.767635024948
"343","B4",4,593,3,11.3,855.298599939821,5,11,1520.53084433746,12,16.5,1520.53084433746
"344","B4",4,594,3,11.8,1164.15642769587,6.5,11.7,1288.24933751266,7.5,17.5,1555.2847130678
"345","B4",4,594,3,11.8,1164.15642769587,6.5,11.7,1288.24933751266,7.8,15.2,1418.62543263664
"346","B4",4,595,3.5,11.8,1134.11494794592,4.5,10.9,1963.49540849362,8.3,12,2354.28008216906
"347","B4",4,596,3.5,9.3,593.95736106932,6,9.4,1661.902513749,8,10.2,1698.22717880613
"348","B4",4,597,3.2,7.6,637.939658219577,3.5,7.7,1288.24933751266,6,17.3,1418.62543263664
"349","B4",4,599,4.3,11.5,1225.41748444087,4.3,11.1,1555.2847130678,6,16.1,1625.97054777357
"350","B4",4,600,2,9.1,934.820163983813,2.5,11.5,1772.05460616549,8,11.6,1352.65198691126
"351","B4",4,601,3.5,11.2,572.55526111674,4.3,10,829.576810088555,4.3,14.7,975.906305406542
"352","B4",4,602,5.3,11.6,1288.24933751266,7.5,12,2042.82062299676,8.5,9.9,2083.07227887088
"353","B4",4,603,3.5,9.8,779.311327631118,5.5,11.2,1520.53084433746,5.5,10.4,2206.18344098343
"354","B4",4,604,5,15.2,1698.22717880613,7,15.2,2083.07227887088,12.5,13.4,4015.1517608286
"355","B4",4,605,4,10,894.617595494906,4.5,12.4,1225.41748444087,7.3,14,1716.53677349034
"356","B4",4,606,4,11.8,1256.63706143592,7.5,11.7,2463.0086404144,7,14.9,2596.72267773281
"357","B4",4,607,2.3,9.1,855.298599939821,3.5,9.1,1164.15642769587,3.5,9.4,1256.63706143592
"358","B4",4,608,2.8,8.7,779.311327631118,5.5,8.4,1590.43128087983,8.3,16.9,2733.97100678652
"359","B4",4,609,4.3,12,1089.78903909917,7,11.3,1809.55736846772,14.5,12.5,2206.18344098343
"360","B4",3,610,2,5,380.132711084365,3.5,5.7,804.247719318987,7.7,9.1,1924.4218498646
"361","B4",3,611,2,6,314.159265358979,3,6.3,855.298599939821,6,10.2,1209.95495809898
"362","B4",3,612,3,7.4,240.528187540469,2,7.9,881.413088872786,5,9.7,1625.97054777357
"363","B4",3,613,4.2,7.5,551.545860245858,6.5,7.6,1225.41748444087,10.5,11,1734.94454294496
"364","B4",3,614,2.3,4.6,268.802521422777,3.3,6.9,660.519855417254,3.8,9.4,1572.8089095886
"365","B4",3,616,2.5,8.4,572.55526111674,5.3,9.7,1104.46616727766,5.5,11.6,962.112750161874
"366","B4",3,617,3.4,7.8,551.545860245858,3.5,10.7,1486.16967468882,8,16.8,2144.18607346025
"367","B4",3,618,1.7,6,397.607820219958,4,8.5,934.820163983813,7,7.9,1046.34670318625
"368","B4",3,619,1.5,7,452.38934211693,3.5,8,1075.21008569111,7.5,11,1963.49540849362
"369","B4",3,620,3.8,6.1,683.492751696629,4.7,7.6,1320.25431267111,8,9.1,2042.82062299676
"370","B4",3,622,3.2,8.1,855.298599939821,3.5,7.8,754.767635024948,5.3,8.3,791.73043608984
"371","B4",3,623,2.2,4,363.05030103047,3.5,8.9,615.752160103599,6.5,10.7,816.863177318559
"372","B4",3,624,2.2,4.8,233.705040995953,3.5,5.9,683.492751696629,7.5,7.7,1194.59060652752
"373","B4",3,625,2.7,9.4,583.207223707818,4.5,9,989.798035421634,7.5,9.3,1003.78794020715
"374","B4",3,626,2.5,6,520.768069717721,4,7.1,989.798035421634,7.3,8.2,1866.54782269925
"375","B4",3,627,2.8,7.3,604.805673201247,5.5,7.9,881.413088872786,8.7,10.6,1320.25431267111
"376","B4",3,628,3.3,5.5,261.586675796563,3.5,7.4,433.736135736241,7.3,9,1119.24147022658
"377","B4",3,629,1,3.5,86.5901475145687,2,5.7,268.802521422777,2,8.4,452.38934211693
"378","B4",3,630,1.5,5.3,363.05030103047,4.5,5.9,1104.46616727766,5.2,9.4,2002.96166620434
"379","B4",3,631,1.8,4.1,165.129963854314,3.5,6.6,572.55526111674,5.8,7.1,855.298599939821
"380","B4",3,632,1.8,4,268.802521422777,3,6.1,551.545860245858,4,7.6,962.112750161874
"381","B4",1,633,2.8,7.2,268.802521422777,2,8.4,660.519855417254,5.5,10.4,2002.96166620434
"382","B4",1,634,2.5,12.3,514.718540364152,4,12.3,855.298599939821,5,11.7,1418.62543263664
"383","B4",1,635,2.4,8,303.259902346431,3.5,7.7,907.92027688745,4,12,2062.89736354861
"384","B4",1,636,2.4,9.4,520.768069717721,5,9,881.413088872786,8,11.1,1772.05460616549
"385","B4",1,636,2.4,9.4,520.768069717721,3.5,8.4,593.95736106932,8,11.1,1772.05460616549
"386","B4",1,637,3,6.3,240.528187540469,3,5.4,637.939658219577,5.5,9.9,1225.41748444087
"387","B4",1,638,2.8,5.9,273.179152688309,4.5,6.5,881.413088872786,7.5,10.5,2002.96166620434
"388","B4",1,639,3.5,10,471.435247579318,4.5,10,989.798035421634,8.3,10.4,2164.75368786422
"389","B4",1,640,2,8.3,233.705040995953,3,8.3,615.752160103599,6.4,12.8,1352.65198691126
"390","B4",1,641,2.5,7.6,368.13379064306,4,11.7,881.413088872786,9,11.7,1772.05460616549
"391","B4",1,642,2.1,4.4,117.85881189483,5,5.8,452.38934211693,4.5,9.8,1225.41748444087
"392","B4",1,643,1.7,5.7,268.802521422777,3.5,6.8,683.492751696629,5.7,10.6,1418.62543263664
"393","B4",1,644,1.4,3.3,78.5398163397448,2,5.5,363.05030103047,4,7.7,1075.21008569111
"394","B4",1,645,1.2,6.8,428.216750142965,2,6.8,660.519855417254,5,10.4,989.798035421634
"395","B4",1,646,2.5,6.2,433.736135736241,4.5,6.9,804.247719318987,9,11,2596.72267773281
"396","B4",1,647,6.7,2.7,718.688406893878,4.5,10.5,1134.11494794592,9,12.4,2164.75368786422
"397","B4",1,648,2.2,8.9,247.449508855409,3.5,9.5,1734.94454294496,6.5,13.8,2419.22269280499
"398","B5",6,649,3,8.4,510.705155749191,6.5,9.9,1520.53084433746,10.5,12.4,2551.75863287831
"399","B5",6,650,2.9,11.1,530.929158456675,6.5,10.9,1734.94454294496,7.5,13.9,3318.30724035422
"400","B5",6,651,2.3,12.4,754.767635024948,4,12.4,1075.21008569111,11,10.5,2687.82886468692
"401","B5",6,652,4.5,9.8,1104.46616727766,4.5,10,1288.24933751266,6.5,10.7,1288.24933751266
"402","B5",6,653,11.8,3.2,921.321133050419,4,8.3,881.413088872786,18,13.4,671.957216171729
"403","B5",6,655,3.5,9.3,683.492751696629,4.5,10,1194.59060652752,9,12.4,2642.07942166902
"404","B5",6,656,2.5,4.3,82.5158945419444,1.7,5.1,254.469004940773,3.7,5.6,137.886465061465
"405","B5",6,657,4.6,11.3,1164.15642769587,4,11.3,1486.16967468882,10.5,10.2,989.798035421634
"406","B5",6,658,3.5,9.2,730.616641500476,4.5,9.3,683.492751696629,6.5,10.1,962.112750161874
"407","B5",6,659,3.2,9.9,1104.46616727766,4.5,10.6,2375.82944427728,6.5,12.9,3267.45270927423
"408","B5",6,660,4,10.6,1046.34670318625,7.5,11.3,1885.74099031727,11.5,11.3,3166.92174435936
"409","B5",6,661,3.8,8.9,1046.34670318625,4,10.6,1288.24933751266,12.2,14,1625.97054777357
"410","B5",6,662,4.9,16.4,1017.87601976309,7.3,16.4,2507.1872871055,11.5,14.3,4242.91722821387
"411","B5",6,663,4.4,12.8,1520.53084433746,5.5,13,2642.07942166902,12.5,13,2780.50584796782
"412","B5",6,664,3.5,10,779.311327631118,6,9.7,1320.25431267111,13,10.7,2206.18344098343
"413","B5",6,664,3.5,10,779.311327631118,6,9.7,1320.25431267111,10.7,9.8,2551.75863287831
"414","B5",6,665,5.3,10.8,1089.78903909917,4.5,10.3,1352.65198691126,7.5,14.5,2551.75863287831
"415","B5",6,665,5.3,10.8,1089.78903909917,4.5,10.3,1352.65198691126,8.2,11.7,2780.50584796782
"416","B5",6,666,3.3,9.4,855.298599939821,7.5,17.3,1225.41748444087,8.5,13.6,1520.53084433746
"417","B5",5,667,6,10.8,1256.63706143592,8,12,3267.45270927423,14.5,11.3,4300.84034276443
"418","B5",5,668,2.4,6.2,306.354371110217,3,6.5,510.705155749191,8.7,11.2,907.92027688745
"419","B5",5,669,4.7,13.2,1194.59060652752,6.5,13.2,2002.96166620434,14.5,13.3,5607.93923619863
"420","B5",5,670,4.9,12,1288.24933751266,8,13.5,1885.74099031727,12,12.2,3959.19214168654
"421","B5",5,671,4.3,7.2,989.798035421634,6.5,8.8,1134.11494794592,7.3,9.2,2733.97100678652
"422","B5",5,672,2.7,9.3,706.858347057703,6,11,1452.20120412188,12.2,14.5,2042.82062299676
"423","B5",5,673,3.4,10,989.798035421634,5,10.5,1486.16967468882,8.8,10.7,2922.4665660019
"424","B5",5,674,3.5,14.2,989.798035421634,9,14.2,2332.82889483127,14,13.2,2970.57220351
"425","B5",5,675,3.3,7.6,593.95736106932,4.5,11.7,1046.34670318625,14.5,13.6,3369.5544705159
"426","B5",5,675,3.3,11.7,1452.20120412188,4.5,11.7,1046.34670318625,14.5,13.6,3369.5544705159
"427","B5",5,676,3.5,8.9,934.820163983813,3,10.1,1452.20120412188,7,20.9,1661.902513749
"428","B5",5,678,5,13.2,1435.36423099405,5,13.2,1924.4218498646,12,14.5,3318.30724035422
"429","B5",5,679,4.3,11.8,829.576810088555,8,11.2,2290.22104446696,14,12.1,3578.47038197962
"430","B5",5,680,5.2,11.4,1418.62543263664,7.5,12,2123.7166338267,15,12.1,3739.28065593525
"431","B5",5,681,4,10.3,881.413088872786,5,10.4,1772.05460616549,10.5,12.2,2290.22104446696
"432","B5",5,682,3.8,10.6,1352.65198691126,3,12.4,1963.49540849362,10.5,11.8,2922.4665660019
"433","B5",5,683,4.5,14.7,1418.62543263664,4,14.7,2164.75368786422,10,13.4,2642.07942166902
"434","B5",5,684,2,9.2,730.616641500476,2.5,9.7,855.298599939821,10.8,10.2,962.112750161874
"435","B5",5,685,2.7,11.2,615.752160103599,4.2,10.6,881.413088872786,11,11.6,1256.63706143592
"436","B5",5,686,2.2,4.1,103.868907109313,2.5,4.8,56.7450173054656,2.5,5.5,330.063578167778
"437","B5",1,687,2.5,6.4,388.821178266949,3,7.7,907.92027688745,5,9.2,1698.22717880613
"438","B5",1,688,1.7,5.9,363.05030103047,3,7.4,380.132711084365,4.2,9.1,1698.22717880613
"439","B5",1,689,2.2,6.2,433.736135736241,4,7.8,1520.53084433746,10,8.1,2062.89736354861
"440","B5",1,690,3.3,7.7,593.95736106932,5.6,10.8,2083.07227887088,11.5,12.6,4128.24909635784
"441","B5",1,690,3.3,7.7,593.95736106932,5.5,10.9,1520.53084433746,11.5,12.6,4128.24909635784
"442","B5",1,691,3,7.5,415.47562843725,3.5,8.3,934.820163983813,6.5,11.5,1486.16967468882
"443","B5",1,692,2.7,6,322.062334378166,4,8.1,907.92027688745,8,11.2,1847.45282985165
"444","B5",1,693,2.2,5.3,170.873187924157,2,5,143.138815279185,3.5,5.8,330.063578167778
"445","B5",1,694,2.8,8.9,572.55526111674,2.5,9.9,268.802521422777,9,13.1,3267.45270927423
"446","B5",1,695,2,9.3,572.55526111674,3,10.8,1164.15642769587,8.5,11.8,2642.07942166902
"447","B5",1,696,3.2,8,268.802521422777,4.5,7,1046.34670318625,9.3,9.6,2551.75863287831
"448","B5",1,697,2.7,9.2,593.95736106932,5.5,11.1,1924.4218498646,14,12.3,2970.57220351
"449","B5",1,698,3.7,12.2,1194.59060652752,5.5,13.3,2332.82889483127,12.5,11.6,3369.5544705159
"450","B5",1,698,3.7,12.2,1194.59060652752,5.5,13.3,2332.82889483127,10.5,14.3,3525.65235549115
"451","B5",1,699,2,6.7,510.705155749191,4.5,10.2,779.311327631118,8.7,10.9,1225.41748444087
"452","B5",1,700,2,3,78.5398163397448,2.5,3.9,213.824649984955,4.2,5.5,1164.15642769587
"453","B5",1,701,1.2,10.5,314.159265358979,5,11.5,2042.82062299676,10,12.1,2687.82886468692
"454","B5",1,702,3.2,7.3,600.454567376026,4.5,8.9,1075.21008569111,8.5,10.2,1809.55736846772
"455","B5",1,703,3.9,1.7,226.980069221863,2,5.3,593.95736106932,2,7.4,1134.11494794592
"456","B5",1,704,1.6,4.5,188.691908756237,3.3,9.3,660.519855417254,8.2,10.2,2083.07227887088
"457","B5",1,705,3,8.1,452.38934211693,2,8.7,881.413088872786,5.5,12.5,2083.07227887088
"458","B5",1,706,2.3,7.2,500.740416551086,3.5,9.8,989.798035421634,9.5,12.1,2164.75368786422
"459","B5",1,707,2,5.8,338.162996727814,2.5,8.2,730.616641500476,8.5,8.3,1272.39411208908
"460","B5",1,708,3,6,346.360590058275,2.5,7.7,471.435247579318,7.5,8.7,1418.62543263664
"461","B5",3,710,2,3.2,78.5398163397448,1.5,3.4,56.7450173054656,4.2,3.5,247.449508855409
"462","B5",3,711,3.3,6.3,268.802521422777,2,5.9,637.939658219577,4.5,8.5,1225.41748444087
"463","B5",3,712,3,3.6,240.528187540469,4.5,8.3,490.873852123405,6.5,8,1194.59060652752
"464","B5",4,712,3.1,8.3,551.545860245858,4.5,8.3,490.873852123405,6.5,8,1194.59060652752
"465","B5",3,713,1.5,3,23.7582944427728,1,4.2,86.5901475145687,2.3,5.3,380.132711084365
"466","B5",3,714,8.7,2.8,103.868907109313,2,4,143.138815279185,2.5,5.5,330.063578167778
"467","B5",3,715,2.5,6.4,346.360590058275,2.5,5.5,637.939658219577,6,13,962.112750161874
"468","B5",3,717,1.7,7.4,182.654160375119,1,7.4,380.132711084365,2,6.5,510.705155749191
"469","B5",3,718,2,4.4,165.129963854314,1.5,4.1,240.528187540469,5,6.9,1104.46616727766
"470","B5",3,719,2.5,4.9,240.528187540469,3,5.5,415.47562843725,6.5,7.5,1698.22717880613
"471","B5",3,720,2.3,5.3,314.159265358979,4,6.1,804.247719318987,7.7,10.5,1885.74099031727
"472","B5",3,721,2,5.1,283.528736986479,3,6,572.55526111674,6,8,1225.41748444087
"473","B5",3,722,2,2.8,56.7450173054656,2.7,2.7,153.9380400259,4.5,4.5,520.768069717721
"474","B5",3,723,2.2,3.2,82.5158945419444,3,5.5,415.47562843725,4.7,5.7,829.576810088555
"475","B5",3,725,2,4.7,82.5158945419444,3,4.1,314.159265358979,5.2,6.4,1104.46616727766
"476","B5",3,726,3.2,5.4,562.001473296087,3.3,5.7,829.576810088555,7,11.1,1772.05460616549
"477","B5",3,727,3,6.1,406.492636943392,3.3,4.8,510.705155749191,7.5,7.7,1698.22717880613
"478","B5",3,728,1.2,2.9,95.0331777710912,1,2.7,153.9380400259,2,5.4,363.05030103047
"479","B5",3,729,6.5,7.1,346.360590058275,1.5,7.1,433.736135736241,3.8,10.3,593.95736106932
"480","B5",3,730,2.9,7,510.705155749191,3.7,7.2,593.95736106932,4.5,9.4,1520.53084433746
"481","B5",3,731,2.5,3.7,176.714586764426,3.2,3.8,213.824649984955,4.8,6.8,471.435247579318
"482","B5",3,732,3.3,3.5,176.714586764426,2.7,5.3,415.47562843725,6.3,8.2,1352.65198691126
"483","B5",2,733,2.3,4.1,78.5398163397448,1.5,3.1,132.732289614169,3.5,4.7,415.47562843725
"484","B5",2,734,3.5,11.1,660.519855417254,4,9.9,962.112750161874,7.4,10.4,1847.45282985165
"485","B5",2,735,3.2,9.8,881.413088872786,5,10.4,1046.34670318625,7.5,10.5,1320.25431267111
"486","B5",2,737,3,9.5,510.705155749191,3.7,9.5,660.519855417254,4,9.3,433.736135736241
"487","B5",2,738,3.2,7,855.298599939821,4.3,6.6,881.413088872786,8.5,8.8,2375.82944427728
"488","B5",2,739,1,4.7,28.2743338823081,1,4.8,78.5398163397448,1,6.2,240.528187540469
"489","B5",2,740,2,9.8,637.939658219577,4,9.8,829.576810088555,6.5,10.4,2002.96166620434
"490","B5",2,741,4.3,13.8,1520.53084433746,7,13.8,2970.57220351,15,12.9,2922.4665660019
"491","B5",2,742,2.5,5.2,240.528187540469,2,5.7,530.929158456675,3.5,6.7,363.05030103047
"492","B5",2,743,3.5,10.2,1164.15642769587,5.5,9.5,1924.4218498646,7.5,12.6,2419.22269280499
"493","B5",2,744,3.5,5.9,122.718463030851,2.5,5,268.802521422777,5,6.4,380.132711084365
"494","B5",2,745,1.7,6.4,268.802521422777,3.7,5.5,615.752160103599,5,8.5,1288.24933751266
"495","B5",2,746,1.7,9.5,1017.87601976309,5,9.5,1104.46616727766,9,12,3267.45270927423
"496","B5",2,747,4.6,9.1,1075.21008569111,3.5,8.9,1555.2847130678,9.7,11.6,3421.19439975928
"497","B5",7,748,2.3,7.5,572.55526111674,3,6.9,754.767635024948,8.5,8.1,1225.41748444087
"498","B5",7,749,4.5,8,962.112750161874,4,8.2,962.112750161874,4,8.6,2596.72267773281
"499","B5",7,750,2.1,8.6,615.752160103599,2.5,8.6,593.95736106932,2.5,8.5,1256.63706143592
"500","B5",7,751,3.5,11.1,1385.4423602331,5,11.1,2290.22104446696,10.5,11.6,3578.47038197962
"501","B5",7,752,3,9.9,907.92027688745,4,9.5,2248.00589318435,10.5,12.8,5152.99735005066
"502","B5",7,753,2.8,9.7,1164.15642769587,4.5,8.4,1256.63706143592,8.5,11.2,2874.75362757551
"503","B5",7,754,5,13.7,1017.87601976309,6,13.7,1590.43128087983,6,11.5,2463.0086404144
"504","B5",7,755,1.1,2.6,53.4561624962388,1,1.8,132.732289614169,2.5,4.2,268.802521422777
"505","B5",7,756,4.7,13.7,1625.97054777357,7.3,13.7,2164.75368786422,12.5,14,4359.15615639669
"506","B5",7,757,4.7,9.6,1225.41748444087,3.5,8.5,1625.97054777357,11,9.8,2874.75362757551
"507","B5",7,758,2.7,7.95,660.519855417254,3.5,7.1,1046.34670318625,6.5,9.9,2332.82889483127
"508","B5",7,759,3.7,8.5,1385.4423602331,6,8.5,1734.94454294496,11.5,12.3,2780.50584796782
"509","B5",7,760,2.7,3.5,213.824649984955,3,5.3,397.607820219958,4,7.6,1017.87601976309
"510","B5",7,761,2.7,6.6,683.492751696629,1.5,6.2,754.767635024948,7.5,19,637.939658219577
"511","B5",7,762,5.3,4.3,572.55526111674,4,8.3,1418.62543263664,8,10,2507.1872871055
"512","B5",7,763,2.5,5,277.591126871194,2.5,4.9,433.736135736241,7,7,9.62112750161874
"513","B5",4,766,2.3,7.8,471.435247579318,3.5,7.9,1625.97054777357,9,11.6,1924.4218498646
"514","B5",4,767,3.2,7.9,989.798035421634,3,9.5,1486.16967468882,11,12.6,2733.97100678652
