"","Bloque.x","Tratamiento.x","Individuo","hTallo.1","DTallo.1","ACob.1","hTallo.2","DTallo.2","ACob.2","hTallo.3","DTallo.3","ACob.3"
"98","B2",4,327,1.7,7.6,247.449508855409,3.5,9.1,593.95736106932,3.5,9,934.820163983813
"99","B2",4,328,2.7,9.6,363.05030103047,3.5,8.5,706.858347057703,6,9.2,1625.97054777357
"100","B2",4,329,3.3,10.7,754.767635024948,3.7,10.6,2083.07227887088,4,11.6,3067.96157577128
"101","B2",4,330,3.5,4.9,766.990393942821,5,11.2,1418.62543263664,8,8.7,1555.2847130678
"102","B2",4,331,3,9,754.767635024948,4.5,10,1320.25431267111,8,8.6,1734.94454294496
"103","B2",4,332,3,7.9,433.736135736241,5,8.1,1288.24933751266,7,9.9,2375.82944427728
"104","B2",4,333,4,11.8,934.820163983813,8,11.1,1885.74099031727,11,12.9,2596.72267773281
"105","B2",4,334,3,11.8,615.752160103599,4,12.1,1046.34670318625,3,7.3,1075.21008569111
"106","B2",4,335,3.2,8.8,829.576810088555,4,9.9,1225.41748444087,7,10.2,1520.53084433746
"107","B2",4,336,3.5,8.3,962.112750161874,4.5,10.1,1625.97054777357,6,10.5,2419.22269280499
"108","B2",4,337,3.2,9.7,637.939658219577,3.5,10.5,989.798035421634,7,11.1,2596.72267773281
"109","B2",4,338,2.3,9.1,363.05030103047,3.5,9.1,881.413088872786,5,8.3,1046.34670318625
"110","B2",4,340,3.3,7.5,461.863207462912,4,9.5,1256.63706143592,7,9.2,1924.4218498646
"111","B2",4,341,3,6,551.545860245858,4,7.8,754.767635024948,7.5,7.3,1698.22717880613
"112","B2",4,342,4.9,3.5,226.980069221863,3.5,5.7,490.873852123405,5.5,6.1,962.112750161874
"113","B2",4,343,4,11.4,1017.87601976309,4,12.1,2123.7166338267,7,11,4015.1517608286
"114","B2",4,344,3.5,7.7,660.519855417254,5,9.2,934.820163983813,8,7.9,1288.24933751266
"115","B2",5,345,3,8.4,572.55526111674,3.7,11.3,962.112750161874,4.5,11.3,989.798035421634
"116","B2",5,346,2.7,7.3,490.873852123405,2.7,8.5,962.112750161874,4.5,7.8,779.311327631118
"117","B2",5,347,4.2,9.1,660.519855417254,4.5,9.6,1046.34670318625,5.5,9.1,1625.97054777357
"118","B2",5,348,2.7,9.2,779.311327631118,4.5,12,1288.24933751266,6,11.6,2419.22269280499
"119","B2",5,349,3.5,5.5,314.159265358979,4.5,6,615.752160103599,2,5.6,1104.46616727766
"120","B2",5,350,3.8,9.8,804.247719318987,5.5,11.1,1698.22717880613,8.8,12.5,2083.07227887088
"121","B2",5,351,3.5,10.3,660.519855417254,5,10.9,1288.24933751266,9,9.8,2206.18344098343
"122","B2",5,352,4,9.4,433.736135736241,4.5,10,1320.25431267111,6,9.6,1661.902513749
"123","B2",5,353,4,9.4,730.616641500476,6,13.2,1809.55736846772,9,9.9,2551.75863287831
"124","B2",5,354,3.3,10.6,962.112750161874,4.5,11.4,1809.55736846772,8,11,2290.22104446696
"125","B2",5,355,4.5,10.2,1075.21008569111,5.5,11.4,2164.75368786422,6.5,11.6,2248.00589318435
"126","B2",5,356,4.5,11.5,706.858347057703,5.3,11.5,1320.25431267111,8.5,10.7,2042.82062299676
"127","B2",5,357,3,9.5,660.519855417254,3,11.3,779.311327631118,4.5,10.2,779.311327631118
"128","B2",5,358,4.5,11.5,1194.59060652752,7.5,13,1625.97054777357,10,13.7,3067.96157577128
"129","B2",5,359,3.8,9.5,706.858347057703,3.5,10.6,1385.4423602331,5.5,10.2,2596.72267773281
"130","B2",5,360,3.5,9.6,907.92027688745,5.5,10.6,1963.49540849362,10,11.2,4185.386812745
"131","B2",5,361,3,11.1,706.858347057703,4.5,10.5,829.576810088555,7.5,8.7,2164.75368786422
"132","B2",5,362,3.5,11.5,855.298599939821,3.5,11.5,1352.65198691126,6.5,9.4,1698.22717880613
"133","B2",5,363,3.2,9.2,490.873852123405,4,10.1,615.752160103599,5.5,10.6,1104.46616727766
"134","B2",5,364,3.2,9.2,490.873852123405,5,11.1,1661.902513749,7.7,12.4,2827.43338823081
"135","B2",5,366,3.2,7.6,520.768069717721,4.5,11.2,934.820163983813,5.5,8.2,1625.97054777357
"136","B2",5,366,3.2,7.6,520.768069717721,4.5,11.2,934.820163983813,6,7.8,1963.49540849362
"137","B2",5,367,3,9,804.247719318987,4.2,9.8,1661.902513749,6,10.6,2970.57220351
"138","B2",5,368,4,9.8,754.767635024948,4.5,12.1,1104.46616727766,7,11.2,2733.97100678652
"139","B3",7,369,4,11.7,1164.15642769587,7.5,12.1,3019.07054009979,9,14,4476.9658809063
"140","B3",7,370,3.5,8.1,380.132711084365,4,9.2,1075.21008569111,12,7.8,1661.902513749
"141","B3",7,370,3,8.5,406.492636943392,4,9.2,1075.21008569111,12,7.8,1661.902513749
"142","B3",7,371,3.3,9.1,530.929158456675,4.5,11.9,1320.25431267111,6.5,10.4,2551.75863287831
"143","B3",7,372,5.5,11.5,907.92027688745,7,11.5,2206.18344098343,7,9.7,2164.75368786422
"144","B3",7,372,4.2,11.2,730.616641500476,7,11.5,2206.18344098343,7,9.7,2164.75368786422
"145","B3",7,373,4,13.7,1352.65198691126,8,13.3,2970.57220351,11.5,13.6,4242.91722821387
"146","B3",7,374,5.5,11.3,1194.59060652752,8.2,12,1625.97054777357,10,11.2,1924.4218498646
"147","B3",7,375,4.5,11.4,1555.2847130678,7.3,12.8,2042.82062299676,10,11,3117.24531052447
"148","B3",7,376,4.5,10.4,1017.87601976309,6,10.5,2083.07227887088,5.5,10.9,3369.5544705159
"149","B3",7,378,5,12.1,1385.4423602331,8.3,13.4,2507.1872871055,7,12,2970.57220351
"150","B3",7,380,3.7,8.4,572.55526111674,7.3,9.8,2083.07227887088,9.5,8.5,2687.82886468692
"151","B3",7,381,3.5,11.7,718.688406893878,5.5,13,1590.43128087983,6.5,13,1661.902513749
"152","B3",7,383,4.5,11.7,829.576810088555,6.5,11.6,881.413088872786,8,13.6,855.298599939821
"153","B3",3,384,4,10.3,730.616641500476,5,10,1225.41748444087,7.5,11.8,2733.97100678652
"154","B3",3,385,3.5,7.1,637.939658219577,3.5,7,1520.53084433746,7,9.5,1963.49540849362
"155","B3",3,386,4.3,5.3,346.360590058275,3.7,6.8,881.413088872786,5,7.2,1075.21008569111
"156","B3",3,387,4,4.9,298.64765163188,4,5.5,816.863177318559,8.5,10.2,2419.22269280499
"157","B3",3,387,4,4.9,298.64765163188,4,5.5,816.863177318559,3.5,5.9,1194.59060652752
"158","B3",3,388,3,7.4,363.05030103047,3.5,6.8,1194.59060652752,6.5,7.1,1963.49540849362
"159","B3",3,389,2,7,433.736135736241,2.5,6.1,660.519855417254,3.7,9.7,637.939658219577
"160","B3",3,390,1.8,5.4,371.542418672205,3.5,6.8,907.92027688745,8,3,1225.41748444087
"161","B3",3,391,1,3.8,132.732289614169,1.5,4.2,226.980069221863,2.5,4.2,530.929158456675
"162","B3",3,392,3.2,7.3,572.55526111674,5,8.3,1225.41748444087,6,9.4,1847.45282985165
"163","B3",3,393,2.5,6.7,471.435247579318,4.5,8.5,1225.41748444087,7,8.4,3267.45270927423
"164","B3",3,394,2,3.2,99.4019550549895,2.2,3.6,490.873852123405,3,4.8,730.616641500476
"165","B3",3,396,1.8,5.1,207.394202522139,3.5,5,268.802521422777,4,4.9,706.858347057703
"166","B3",3,397,1,3,82.5158945419444,2,4.6,143.138815279185,3,3.3,363.05030103047
"167","B3",3,398,2.3,5.2,165.129963854314,4,5.7,354.65635815916,3,6.3,934.820163983813
"168","B3",5,399,4,13.1,855.298599939821,8,13.1,1828.45601177447,11,13.5,3369.5544705159
"169","B3",5,400,4.5,11.3,1256.63706143592,8.5,12,1963.49540849362,11.5,12.7,2551.75863287831
"170","B3",5,401,4.3,11.2,907.92027688745,6.6,11.3,3117.24531052447,8,10.2,3216.99087727595
"171","B3",5,402,4.7,11.7,1194.59060652752,10,13.5,2248.00589318435,10.5,12.9,2874.75362757551
"172","B3",5,403,3.5,10.7,346.360590058275,4.5,10.7,1075.21008569111,7.5,10,3019.07054009979
"173","B3",5,404,4.5,13.6,1194.59060652752,9,14.5,2002.96166620434,14,13.5,5216.8109508267
"174","B3",5,405,4,9.7,530.929158456675,4.5,10,1661.902513749,5.5,10.3,2083.07227887088
"175","B3",5,406,4,10.4,730.616641500476,7.5,10.5,1661.902513749,11,11.8,2206.18344098343
"176","B3",5,407,5,10.7,1104.46616727766,7.2,12.4,2332.82889483127,10,10,2874.75362757551
"177","B3",5,408,4.5,14,1256.63706143592,6,13.3,2642.07942166902,8,14.7,2164.75368786422
"178","B3",5,409,4.2,15.1,1225.41748444087,8,17.2,2290.22104446696,13.5,12.2,1734.94454294496
"179","B3",5,410,4.2,14.4,1555.2847130678,10,14.5,2733.97100678652,13,14.2,3578.47038197962
"180","B3",5,411,4.3,11.3,1134.11494794592,9.5,11.7,2123.7166338267,12.8,15.5,4596.34640174272
"181","B3",5,411,4.3,11.3,1134.11494794592,9.5,11.7,2123.7166338267,13,13.3,2551.75863287831
"182","B3",5,412,4,13.4,1452.20120412188,9,13.5,2642.07942166902,9,13,3019.07054009979
"183","B3",5,413,4.7,14.7,1555.2847130678,8,14.7,2970.57220351,10,13.5,2687.82886468692
"184","B3",5,414,4.3,11.9,1134.11494794592,9,11.9,1734.94454294496,12,15.8,2970.57220351
"185","B3",5,415,4.8,10.2,551.545860245858,7.3,13.4,1452.20120412188,8,12.1,1017.87601976309
"186","B3",5,416,4.5,11.1,962.112750161874,9,12,1943.9095417939,13,11.4,3019.07054009979
"187","B3",5,417,4.5,12.3,1194.59060652752,7,12.9,2083.07227887088,12,11.6,2123.7166338267
"188","B3",5,418,3.3,12.4,1164.15642769587,5.5,12.9,2042.82062299676,5,11.9,2922.4665660019
"189","B3",5,419,4,12.3,934.820163983813,8,12.5,1698.22717880613,10,11.4,2248.00589318435
"190","B3",5,420,4.2,10.9,1075.21008569111,5.9,13.2,1555.2847130678,6.8,12.2,2002.96166620434
"191","B3",6,421,4,9.2,363.05030103047,5.2,11.1,742.6430508775,5,10.1,989.798035421634
"192","B3",6,422,3,10.2,637.939658219577,3,9.1,1452.20120412188,2,10,1352.65198691126
"193","B3",6,423,2.5,9.7,490.873852123405,6.3,10.9,2083.07227887088,9,12.2,2083.07227887088
"194","B3",6,424,4,9.5,730.616641500476,6,10.8,1452.20120412188,9.5,10.4,1847.45282985165
"195","B3",6,425,4.7,10.1,510.705155749191,7.3,9.5,1385.4423602331,10.5,9.7,2551.75863287831
"196","B3",6,426,3.7,8,530.929158456675,5,8.6,881.413088872786,7.3,9.3,1520.53084433746
"197","B3",6,428,4,11.9,683.492751696629,7,13.6,1046.34670318625,11.5,13.6,1772.05460616549
"198","B3",6,430,4.2,8.6,510.705155749191,6.5,8.3,1486.16967468882,7,11.4,1625.97054777357
"199","B3",6,431,4.5,9.6,779.311327631118,5,13,1661.902513749,5,12,2780.50584796782
"200","B3",6,432,3,9.3,314.159265358979,4,9.3,1119.24147022658,4.5,9.5,2332.82889483127
"201","B3",6,433,3,9.2,490.873852123405,7,10.9,2375.82944427728,6,11.2,1772.05460616549
"202","B3",6,433,3,9.2,490.873852123405,5,10.8,1320.25431267111,6,11.2,1772.05460616549
"203","B3",6,434,4,10.4,530.929158456675,4,10.4,881.413088872786,3,9.6,1698.22717880613
"204","B3",6,435,4,10,829.576810088555,5,10,1134.11494794592,8.7,10.8,2002.96166620434
"205","B3",6,436,4.2,12.3,730.616641500476,6.3,12.3,1772.05460616549,10,9.8,2463.0086404144
"206","B3",6,437,4.3,10.3,1194.59060652752,7,10.9,2375.82944427728,8,12.4,3685.28453220168
"207","B3",6,439,4,9.8,314.159265358979,5.5,10.2,1104.46616727766,9.5,10,1104.46616727766
"208","B3",6,440,4.2,8.6,706.858347057703,6.3,9.8,1963.49540849362,11,10.3,2970.57220351
"209","B3",6,441,3.7,9.8,510.705155749191,5.7,9.7,989.798035421634,11,12.2,1809.55736846772
"210","B3",6,442,4.2,10.7,471.435247579318,5.2,10.6,1486.16967468882,5.5,13.3,2164.75368786422
"211","B3",6,443,4,9,754.767635024948,6.5,9.7,1256.63706143592,9.5,11.1,1809.55736846772
"212","B3",6,444,4.3,10.5,490.873852123405,5.5,10.1,1225.41748444087,10.3,12.3,1320.25431267111
"213","B3",1,445,4.2,7.9,530.929158456675,6.5,8.9,730.616641500476,11.5,9.1,2375.82944427728
"214","B3",1,447,3.7,9.6,471.435247579318,5.5,8.7,855.298599939821,5.5,9.5,1924.4218498646
"215","B3",1,448,3.5,8.5,754.767635024948,5.5,9,1772.05460616549,8.5,9.2,2463.0086404144
"216","B3",1,449,2.5,8.8,593.95736106932,3,10.4,1452.20120412188,8,14.2,3739.28065593525
"217","B3",1,450,4.5,10.3,1555.2847130678,5.5,11.1,2596.72267773281,11.5,12.3,3166.92174435936
"218","B3",1,450,5,12.2,1418.62543263664,5.5,11.1,2596.72267773281,11.5,12.3,3166.92174435936
"219","B3",1,451,4.5,10.1,881.413088872786,5.5,11,2164.75368786422,11.5,12.7,2507.1872871055
"220","B3",1,452,3.5,11.1,593.95736106932,7,12.5,1698.22717880613,7,11.3,2463.0086404144
"221","B3",1,455,4.5,11.4,829.576810088555,7.5,10.4,1452.20120412188,12,11.2,2687.82886468692
"222","B3",1,457,4.5,12.6,962.112750161874,4.5,11.6,1772.05460616549,3.5,11,3903.62522162617
"223","B3",1,459,4,10.8,779.311327631118,6.5,10.8,1486.16967468882,11,14.4,1555.2847130678
"224","B3",1,460,4.5,11.2,1225.41748444087,8,10,1847.45282985165,11.5,9.5,2164.75368786422
"225","B3",1,461,3,6.8,346.360590058275,4,10.1,1352.65198691126,8.7,7.5,2419.22269280499
"226","B3",1,462,3.8,11.8,754.767635024948,5.5,12.5,1625.97054777357,10,11.9,2596.72267773281
"227","B3",1,463,3.5,11.7,730.616641500476,3.2,10.6,1164.15642769587,7,12.1,2375.82944427728
"228","B3",1,464,2.5,10.2,804.247719318987,6.5,13.1,2551.75863287831,9,12.4,3267.45270927423
"229","B3",4,465,4.5,7,881.413088872786,4.3,8,1963.49540849362,10,10.7,2042.82062299676
"230","B3",4,466,4.2,10.7,907.92027688745,6.5,12.3,1885.74099031727,11.3,10.5,2002.96166620434
"231","B3",1,466,3.3,8,471.435247579318,6.5,12.3,1885.74099031727,11.3,10.5,2002.96166620434
"232","B3",4,466,3.8,11.1,283.528736986479,6.5,12.3,1885.74099031727,11.3,10.5,2002.96166620434
"233","B3",4,467,4,11.2,660.519855417254,6.5,10.8,1520.53084433746,9.5,13.1,2507.1872871055
"234","B3",4,468,3,9.8,829.576810088555,5,11.3,1809.55736846772,7.5,10.9,2874.75362757551
"235","B3",4,469,5.5,11.8,907.92027688745,9.5,13.4,1661.902513749,13.5,12.8,2642.07942166902
"236","B3",4,470,4.5,14,989.798035421634,9,14.4,2419.22269280499,14.2,13,3848.4510006475
"237","B3",4,470,5.5,14.1,934.820163983813,9,14.4,2419.22269280499,14.2,13,3848.4510006475
"238","B3",4,471,3.2,11.1,683.492751696629,1,12.5,1418.62543263664,7.5,9.3,1734.94454294496
"239","B3",4,472,3.8,14.6,989.798035421634,9,14.6,1885.74099031727,10.3,13,4071.50407905237
"240","B3",4,473,3.7,10.7,948.417369687631,7.5,11.2,1486.16967468882,13.5,12,3369.5544705159
"241","B3",4,474,4.7,11.9,804.247719318987,6,12.7,1520.53084433746,8,13.4,3369.5544705159
"242","B3",4,475,4.5,9.5,907.92027688745,4.5,10.8,1698.22717880613,10.5,10.7,3959.19214168654
"243","B3",4,476,3.3,9.6,1017.87601976309,6.2,13,1352.65198691126,10.5,10.5,3067.96157577128
"244","B3",4,477,4,12.1,1320.25431267111,7,12.1,1924.4218498646,12,11.5,3959.19214168654
"245","B3",4,478,3,9.8,907.92027688745,4,9.9,1590.43128087983,3.5,12.8,1418.62543263664
"246","B3",4,479,4.5,9.7,1046.34670318625,7,9.1,2332.82889483127,11,11.8,5152.99735005066
"247","B3",4,480,4,13.3,1320.25431267111,6.5,12.8,2507.1872871055,17,13.9,3793.66947875052
"248","B3",4,481,2.5,7.6,283.528736986479,5,9.2,804.247719318987,6.5,9.3,1661.902513749
"249","B3",4,482,4,11.7,1104.46616727766,7,11.7,1698.22717880613,11,10.3,1847.45282985165
"250","B3",4,483,3.7,10.9,754.767635024948,5.5,14.2,2164.75368786422,12,13.1,4778.36242611007
"251","B3",4,484,4.5,13,1225.41748444087,6.5,13,1963.49540849362,12,12.1,2507.1872871055
"252","B3",4,485,4.5,10,1272.39411208908,7.5,11.4,2827.43338823081,14,12.9,4839.81983239593
"253","B3",4,486,4.3,10.5,855.298599939821,7,11.7,2687.82886468692,8.5,13.5,4242.91722821387
"254","B3",2,487,4.8,12,683.492751696629,7,13.4,1486.16967468882,15,13,2970.57220351
"255","B3",2,488,5.5,14.8,804.247719318987,8,13.8,1352.65198691126,17,12.9,4071.50407905237
"256","B3",2,490,4.7,13.9,881.413088872786,9.7,16.3,3067.96157577128,15.5,16.5,4128.24909635784
"257","B3",2,492,5,12.1,730.616641500476,7.5,14.5,2042.82062299676,13.5,12,3421.19439975928
