"","Bloque","Tratamiento","Individuo","AlturaTallo","DiamTallo","CobVeg_anc","CobVeg_lar","Rad.prom","Area.cob"
"101","B2",6,258,7,9,54,36,22.5,1590.43128087983
"102","B2",6,251,2.7,8.5,38,36.5,18.625,1089.78903909917
"103","B2",6,256,6.5,8,54.5,39,23.375,1716.53677349034
"104","B2",6,245,4.5,8.4,44,40,21,1385.4423602331
"105","B2",6,244,8,10.6,48,42,22.5,1590.43128087983
"106","B2",6,245,4.3,10,44,43,21.75,1486.16967468882
"107","B2",6,249,7.5,10,48,43,22.75,1625.97054777357
"108","B2",6,250,7.7,11.1,55,45,25,1963.49540849362
"109","B2",6,263,8.5,12,62,45,26.75,2248.00589318435
"110","B2",6,254,5,10.4,54.5,46,25.125,1983.17944996377
"111","B2",6,242,7.3,8.3,40,47,21.75,1486.16967468882
"112","B2",6,257,7.5,11,58,47,26.25,2164.75368786422
"113","B2",6,255,8.5,11.1,52,49,25.25,2002.96166620434
"114","B2",6,241,10.5,10.2,55,51,26.5,2206.18344098343
"115","B2",6,247,6,9.8,58,51,27.25,2332.82889483127
"116","B2",6,243,5.5,11,56,52,27,2290.22104446696
"117","B2",6,246,9,11,67,55,30.5,2922.4665660019
"118","B2",6,248,7,10.6,58,57,28.75,2596.72267773281
"119","B2",6,259,8,8.5,62,58,30,2827.43338823081
"120","B2",6,240,11,14.5,69,65,33.5,3525.65235549115
"121","B2",7,291,6,7.6,33,28,15.25,730.616641500476
"122","B2",7,283,5,6.3,48,34,20.5,1320.25431267111
"123","B2",7,298,4,8.6,40,36,19,1134.11494794592
"124","B2",7,290,7.5,9.1,49,38,21.75,1486.16967468882
"125","B2",7,295,5.5,7.9,39,38.5,19.375,1179.32442972648
"126","B2",7,293,5,12.4,46,40,21.5,1452.20120412188
"127","B2",7,282,4.5,11.9,43,42,21.25,1418.62543263664
"128","B2",7,284,8,12.8,43,42,21.25,1418.62543263664
"129","B2",7,297,10,9.6,48,42,22.5,1590.43128087983
"130","B2",7,296,6,9.2,47,43,22.5,1590.43128087983
"131","B2",7,286,8,8.3,49,44,23.25,1698.22717880613
"132","B2",7,292,12,10.5,47,46,23.25,1698.22717880613
"133","B2",7,288,8,9.3,54,47,25.25,2002.96166620434
"134","B2",7,289,5,10.6,56,47,25.75,2083.07227887088
"135","B2",7,287,7.5,11.7,66,47,28.25,2507.1872871055
"136","B2",7,285,9.5,11,53,53,26.5,2206.18344098343
"137","B2",7,294,7,11.4,54,53,26.75,2248.00589318435
"138","B2",7,299,8.5,10.7,59,56,28.75,2596.72267773281
"139","B2",7,281,9,9.8,59,57,29,2642.07942166902
"140","B2",7,280,8,11.7,62,58,30,2827.43338823081
"141","B3",1,463,7,12.1,77,33,27.5,2375.82944427728
"142","B3",1,459,11,14.4,48,41,22.25,1555.2847130678
"143","B3",1,446,10,10.5,45,44,22.25,1555.2847130678
"144","B3",1,447,5.5,9.5,53,46,24.75,1924.4218498646
"145","B3",1,458,7.5,11.1,48,47,23.75,1772.05460616549
"146","B3",1,460,11.5,9.5,58,47,26.25,2164.75368786422
"147","B3",1,445,11.5,9.1,60,50,27.5,2375.82944427728
"148","B3",1,461,8.7,7.5,57,54,27.75,2419.22269280499
"149","B3",1,448,8.5,9.2,58,54,28,2463.0086404144
"150","B3",1,452,7,11.3,57,55,28,2463.0086404144
"151","B3",1,451,11.5,12.7,57,56,28.25,2507.1872871055
"152","B3",1,915,8.5,12.7,58,56,28.5,2551.75863287831
"153","B3",1,462,10,11.9,58,57,28.75,2596.72267773281
"154","B3",1,455,12,11.2,60,57,29.25,2687.82886468692
"155","B3",1,464,9,12.4,72,57,32.25,3267.45270927423
"156","B3",1,450,11.5,12.3,64,63,31.75,3166.92174435936
"157","B3",1,449,8,14.2,75,63,34.5,3739.28065593525
"158","B3",1,457,3.5,11,77,64,35.25,3903.62522162617
"159","B3",2,498,5,3.8,30,24,13.5,572.55526111674
"160","B3",2,494,13.5,12.3,58,49,26.75,2248.00589318435
"161","B3",2,950,10.5,10.8,72,53,31.25,3067.96157577128
"162","B3",2,500,12,11.9,68,56,31,3019.07054009979
"163","B3",2,503,13,14.2,70,56,31.5,3117.24531052447
"164","B3",2,493,15.5,13.1,67,57,31,3019.07054009979
"165","B3",2,487,15,13,65,58,30.75,2970.57220351
"166","B3",2,495,16,11.7,70,60,32.5,3318.30724035422
"167","B3",2,488,17,12.9,82,62,36,4071.50407905237
"168","B3",2,504,12.5,13.2,72,63,33.75,3578.47038197962
"169","B3",2,497,14.5,11.3,78,63,35.25,3903.62522162617
"170","B3",2,502,19,14.3,83,63,36.5,4185.386812745
"171","B3",2,492,13.5,12,67,65,33,3421.19439975928
"172","B3",2,501,11,10.7,74,67,35.25,3903.62522162617
"173","B3",2,496,10.5,13.2,80,67,36.75,4242.91722821387
"174","B3",2,499,21.5,13.6,79,69,37,4300.84034276443
"175","B3",2,506,13.5,11.3,75,70,36.25,4128.24909635784
"176","B3",2,491,7.5,12.1,79,70,37.25,4359.15615639669
"177","B3",2,490,15.5,16.5,74,71,36.25,4128.24909635784
"178","B3",2,505,13,12.6,92,85,44.25,6151.43476526966
"179","B3",3,397,3,3.3,21,22,10.75,363.05030103047
"180","B3",3,391,2.5,4.2,30,22,13,530.929158456675
"181","B3",3,394,3,4.8,35,26,15.25,730.616641500476
"182","B3",3,396,4,4.9,33,27,15,706.858347057703
"183","B3",3,389,3.7,9.7,29,28,14.25,637.939658219577
"184","B3",3,387,3.5,5.9,48,30,19.5,1194.59060652752
"185","B3",3,398,3,6.3,35,34,17.25,934.820163983813
"186","B3",3,390,8,3,43,36,19.75,1225.41748444087
"187","B3",3,392,6,9.4,58,39,24.25,1847.45282985165
"188","B3",3,386,5,7.2,34,40,18.5,1075.21008569111
"189","B3",3,385,7,9.5,53,47,25,1963.49540849362
"190","B3",3,388,6.5,7.1,52,48,25,1963.49540849362
"191","B3",3,384,7.5,11.8,61,57,29.5,2733.97100678652
"192","B3",3,393,7,8.4,68,61,32.25,3267.45270927423
"193","B3",4,478,3.5,12.8,49,36,21.25,1418.62543263664
"194","B3",4,471,7.5,9.3,56,38,23.5,1734.94454294496
"195","B3",4,482,11,10.3,57,40,24.25,1847.45282985165
"196","B3",4,481,6.5,9.3,50,42,23,1661.902513749
"197","B3",4,466,11.3,10.5,52,49,25.25,2002.96166620434
"198","B3",4,465,10,10.7,53,49,25.5,2042.82062299676
"199","B3",4,467,9.5,13.1,61,52,28.25,2507.1872871055
"200","B3",4,469,13.5,12.8,62,54,29,2642.07942166902
"201","B3",4,484,12,12.1,58,55,28.25,2507.1872871055
"202","B3",4,468,7.5,10.9,64,57,30.25,2874.75362757551
"203","B3",4,476,10.5,10.5,65,60,31.25,3067.96157577128
"204","B3",4,480,17,13.9,79,60,34.75,3793.66947875052
"205","B3",4,470,14.2,13,80,60,35,3848.4510006475
"206","B3",4,475,10.5,10.7,80,62,35.5,3959.19214168654
"207","B3",4,473,13.5,12,66,65,32.75,3369.5544705159
"208","B3",4,474,8,13.4,66,65,32.75,3369.5544705159
"209","B3",4,483,12,13.1,91,65,39,4778.36242611007
"210","B3",4,472,10.3,13,78,66,36,4071.50407905237
"211","B3",4,486,8.5,13.5,79,68,36.75,4242.91722821387
"212","B3",4,477,12,11.5,73,69,35.5,3959.19214168654
"213","B3",4,485,14,12.9,82,75,39.25,4839.81983239593
"214","B3",4,479,11,11.8,87,75,40.5,5152.99735005066
"215","B3",5,415,8,12.1,47,25,18,1017.87601976309
"216","B3",5,409,13.5,12.2,54,40,23.5,1734.94454294496
"217","B3",5,417,12,11.6,62,42,26,2123.7166338267
"218","B3",5,405,5.5,10.3,57,46,25.75,2083.07227887088
"219","B3",5,408,8,14.7,59,46,26.25,2164.75368786422
"220","B3",5,406,11,11.8,59,47,26.5,2206.18344098343
"221","B3",5,420,6.8,12.2,51,50,25.25,2002.96166620434
"222","B3",5,400,11.5,12.7,62,52,28.5,2551.75863287831
"223","B3",5,413,10,13.5,65,52,29.25,2687.82886468692
"224","B3",5,419,10,11.4,54,53,26.75,2248.00589318435
"225","B3",5,411,13,13.3,61,53,28.5,2551.75863287831
"226","B3",5,416,13,11.4,68,56,31,3019.07054009979
"227","B3",5,407,10,10,62,59,30.25,2874.75362757551
"228","B3",5,412,9,13,65,59,31,3019.07054009979
"229","B3",5,399,11,13.5,72,59,32.75,3369.5544705159
"230","B3",5,402,10.5,12.9,61,60,30.25,2874.75362757551
"231","B3",5,414,12,15.8,63,60,30.75,2970.57220351
"232","B3",5,403,7.5,10,64,60,31,3019.07054009979
"233","B3",5,418,5,11.9,60,62,30.5,2922.4665660019
"234","B3",5,401,8,10.2,65,63,32,3216.99087727595
"235","B3",5,410,13,14.2,72,63,33.75,3578.47038197962
"236","B3",5,404,14,13.5,83,80,40.75,5216.8109508267
"237","B3",6,421,5,10.1,37,34,17.75,989.798035421634
"238","B3",6,439,9.5,10,38,37,18.75,1104.46616727766
"239","B3",6,444,10.3,12.3,43,39,20.5,1320.25431267111
"240","B3",6,422,2,10,42,41,20.75,1352.65198691126
"241","B3",6,428,11.5,13.6,54,41,23.75,1772.05460616549
"242","B3",6,426,7.3,9.3,45,43,22,1520.53084433746
"243","B3",6,430,7,11.4,46,45,22.75,1625.97054777357
"244","B3",6,434,3,9.6,48,45,23.25,1698.22717880613
"245","B3",6,435,8.7,10.8,56,45,25.25,2002.96166620434
"246","B3",6,433,6,11.2,49,46,23.75,1772.05460616549
"247","B3",6,443,9.5,11.1,50,46,24,1809.55736846772
"248","B3",6,441,11,12.2,49,47,24,1809.55736846772
"249","B3",6,423,9,12.2,54,49,25.75,2083.07227887088
"250","B3",6,442,5.5,13.3,56,49,26.25,2164.75368786422
"251","B3",6,432,4.5,9.5,59,50,27.25,2332.82889483127
"252","B3",6,431,5,12,67,52,29.75,2780.50584796782
"253","B3",6,424,9.5,10.4,43,54,24.25,1847.45282985165
"254","B3",6,436,10,9.8,57,55,28,2463.0086404144
"255","B3",6,425,10.5,9.7,59,55,28.5,2551.75863287831
"256","B3",6,440,11,10.3,67,56,30.75,2970.57220351
"257","B3",6,437,8,12.4,70,67,34.25,3685.28453220168
"258","B3",7,383,8,13.6,36,30,16.5,855.298599939821
"259","B3",7,381,6.5,13,52,40,23,1661.902513749
"260","B3",7,374,10,11.2,55,44,24.75,1924.4218498646
"261","B3",7,370,12,7.8,45,47,23,1661.902513749
"262","B3",7,387,8.5,10.2,64,47,27.75,2419.22269280499
"263","B3",7,372,7,9.7,53,52,26.25,2164.75368786422
"264","B3",7,371,6.5,10.4,62,52,28.5,2551.75863287831
"265","B3",7,373,11.5,13.6,93,54,36.75,4242.91722821387
"266","B3",7,380,9.5,8.5,60,57,29.25,2687.82886468692
"267","B3",7,375,10,11,68,58,31.5,3117.24531052447
"268","B3",7,378,7,12,64,59,30.75,2970.57220351
"269","B3",7,382,9,12.3,76,64,35,3848.4510006475
"270","B3",7,376,5.5,10.9,66,65,32.75,3369.5544705159
"271","B3",7,369,9,14,83,68,37.75,4476.9658809063
"272","B4",1,645,5,10.4,39,32,17.75,989.798035421634
"273","B4",1,644,4,7.7,41,33,18.5,1075.21008569111
"274","B4",1,637,5.5,9.9,44,35,19.75,1225.41748444087
"275","B4",1,640,6.4,12.8,47,36,20.75,1352.65198691126
"276","B4",1,643,5.7,10.6,48,37,21.25,1418.62543263664
"277","B4",1,642,4.5,9.8,40,39,19.75,1225.41748444087
"278","B4",1,634,5,11.7,43,42,21.25,1418.62543263664
"279","B4",1,641,9,11.7,50,45,23.75,1772.05460616549
"280","B4",1,636,8,11.1,49,46,23.75,1772.05460616549
"281","B4",1,638,7.5,10.5,54,47,25.25,2002.96166620434
"282","B4",1,635,4,12,55,47.5,25.625,2062.89736354861
"283","B4",1,647,9,12.4,56,49,26.25,2164.75368786422
"284","B4",1,633,5.5,10.4,51,50,25.25,2002.96166620434
"285","B4",1,639,8.3,10.4,53,52,26.25,2164.75368786422
"286","B4",1,646,9,11,62,53,28.75,2596.72267773281
"287","B4",1,648,6.5,13.8,56,55,27.75,2419.22269280499
"288","B4",2,562,5.5,12.5,36,29,16.25,829.576810088555
"289","B4",2,555,4,10.7,36,34,17.5,962.112750161874
"290","B4",2,551,5,12.3,36,35,17.75,989.798035421634
"291","B4",2,558,6.5,12.6,46,39,21.25,1418.62543263664
"292","B4",2,553,4.5,12.2,47,46,23.25,1698.22717880613
"293","B4",2,563,7,12.6,50,47,24.25,1847.45282985165
"294","B4",2,549,7.5,14.3,60,49,27.25,2332.82889483127
"295","B4",2,567,11.5,12.5,62,52,28.5,2551.75863287831
"296","B4",2,559,7.5,11.5,62,55,29.25,2687.82886468692
"297","B4",2,559,7.5,9.8,60,56,29,2642.07942166902
"298","B4",2,560,14.5,13.3,76,81,39.25,4839.81983239593
"299","B4",3,629,2,8.4,26,22,12,452.38934211693
"300","B4",3,622,5.3,8.3,35,28.5,15.875,791.73043608984
"301","B4",3,616,5.5,11.6,41,29,17.5,962.112750161874
"302","B4",3,628,7.3,9,45,30.5,18.875,1119.24147022658
"303","B4",3,623,6.5,10.7,33.5,31,16.125,816.863177318559
"304","B4",3,631,5.8,7.1,35,31,16.5,855.298599939821
"305","B4",3,632,4,7.6,36,34,17.5,962.112750161874
"306","B4",3,611,6,10.2,44,34.5,19.625,1209.95495809898
"307","B4",3,625,7.5,9.3,36.5,35,17.875,1003.78794020715
"308","B4",3,618,7,7.9,37.5,35.5,18.25,1046.34670318625
"309","B4",3,615,6.5,11.1,36,38,18.5,1075.21008569111
"310","B4",3,624,7.5,7.7,40,38,19.5,1194.59060652752
"311","B4",3,627,8.7,10.6,42,40,20.5,1320.25431267111
"312","B4",3,612,5,9.7,51,40,22.75,1625.97054777357
"313","B4",3,614,3.8,9.4,46,43.5,22.375,1572.8089095886
"314","B4",3,626,7.3,8.2,53.5,44,24.375,1866.54782269925
"315","B4",3,620,8,9.1,58,44,25.5,2042.82062299676
"316","B4",3,613,10.5,11,49,45,23.5,1734.94454294496
"317","B4",3,610,7.7,9.1,52,47,24.75,1924.4218498646
"318","B4",3,630,5.2,9.4,54,47,25.25,2002.96166620434
"319","B4",3,619,7.5,11,51,49,25,1963.49540849362
"320","B4",3,617,8,16.8,49,55.5,26.125,2144.18607346025
"321","B4",4,587,6,13.1,39,29,17,907.92027688745
"322","B4",4,592,5,14.2,32,30,15.5,754.767635024948
"323","B4",4,607,3.5,9.4,45,35,20,1256.63706143592
"324","B4",4,594,7.8,15.2,48,37,21.25,1418.62543263664
"325","B4",4,600,8,11.6,45,38,20.75,1352.65198691126
"326","B4",4,605,7.3,14,54.5,39,23.375,1716.53677349034
"327","B4",4,603,5.5,10.4,66,40,26.5,2206.18344098343
"328","B4",4,601,4.3,14.7,30,40.5,17.625,975.906305406542
"329","B4",4,597,6,17.3,42,43,21.25,1418.62543263664
"330","B4",4,593,12,16.5,45,43,22,1520.53084433746
"331","B4",4,591,7.5,10.5,54,43,24.25,1847.45282985165
"332","B4",4,590,9,13.8,59,43,25.5,2042.82062299676
"333","B4",4,594,7.5,17.5,44,45,22.25,1555.2847130678
"334","B4",4,599,6,16.1,44,47,22.75,1625.97054777357
"335","B4",4,596,8,10.2,46,47,23.25,1698.22717880613
"336","B4",4,588,7,13.5,47,47,23.5,1734.94454294496
"337","B4",4,589,7.8,18,43,49,23,1661.902513749
"338","B4",4,609,14.5,12.5,56,50,26.5,2206.18344098343
"339","B4",4,608,8.3,16.9,67,51,29.5,2733.97100678652
"340","B4",4,602,8.5,9.9,50,53,25.75,2083.07227887088
"341","B4",4,595,8.3,12,54.5,55,27.375,2354.28008216906
"342","B4",4,606,7,14.9,60,55,28.75,2596.72267773281
"343","B4",4,604,12.5,13.4,70,73,35.75,4015.1517608286
"344","B4",5,575,9.8,12.8,49,30,19.75,1225.41748444087
"345","B4",5,571,6.5,11.7,45,35,20,1256.63706143592
"346","B4",5,576,7.3,9.8,33.5,37,17.625,975.906305406542
"347","B4",5,580,9.5,14.5,68,37,26.25,2164.75368786422
"348","B4",5,577,9,17,34,38,18,1017.87601976309
"349","B4",5,581,11.5,13.8,35,39,18.5,1075.21008569111
"350","B4",5,565,10.5,14.9,43,42,21.25,1418.62543263664
"351","B4",5,575,5,10.9,30,44,18.5,1075.21008569111
"352","B4",5,574,9.3,10.8,64,44,27,2290.22104446696
"353","B4",5,582,3.6,17.3,41,45,21.5,1452.20120412188
"354","B4",5,567,10.5,15.4,66,45,27.75,2419.22269280499
"355","B4",5,584,6.8,15.8,70,46,29,2642.07942166902
"356","B4",5,568,5,16.4,50,48,24.5,1885.74099031727
"357","B4",5,583,11,13.6,52,48,25,1963.49540849362
"358","B4",5,569,11,13.3,42.5,49,22.875,1643.88744337607
"359","B4",5,570,7.5,17.8,71,49,30,2827.43338823081
"360","B4",5,572,12.5,15.5,70,50,30,2827.43338823081
"361","B4",5,585,18.5,14.5,55,54,27.25,2332.82889483127
"362","B4",5,586,8.5,14.5,66,58,31,3019.07054009979
"363","B4",5,566,9.5,17,64,61,31.25,3067.96157577128
"364","B4",5,579,6.5,16.8,65,62,31.75,3166.92174435936
"365","B4",5,578,10,16.6,59.5,75,33.625,3552.01228135017
"366","B4",6,535,9,10.4,41,37,19.5,1194.59060652752
"367","B4",6,540,5,9.2,27,42,17.25,934.820163983813
"368","B4",6,536,5.5,8.6,37,42,19.75,1225.41748444087
"369","B4",6,541,5,12.6,52,46,24.5,1885.74099031727
"370","B4",6,542,5.5,13.2,65,48,28.25,2507.1872871055
"371","B4",6,545,5,14.1,72,52,31,3019.07054009979
"372","B4",6,539,12.1,13.4,80,52,33,3421.19439975928
"373","B4",6,542,7.5,11.7,62,53,28.75,2596.72267773281
"374","B4",6,543,9.5,21.6,65,56,30.25,2874.75362757551
"375","B4",6,537,8.5,14.2,52,58,27.5,2375.82944427728
"376","B4",6,544,5,11.5,57,59,29,2642.07942166902
"377","B4",6,530,15,16.3,65,62,31.75,3166.92174435936
"378","B4",6,529,11.5,14,69,72,35.25,3903.62522162617
"379","B4",6,538,8.5,13.6,70,77,36.75,4242.91722821387
"380","B4",6,531,10.5,12.8,59,79,34.5,3739.28065593525
"381","B4",6,528,13,12.7,80,81,40.25,5089.57644835631
"382","B4",6,532,14.5,12.9,83,84,41.75,5475.99234474786
"383","B4",6,533,13.5,17.7,91,87,44.5,6221.13885227119
"384","B4",7,526,8.7,5.2,25,17.5,10.625,354.65635815916
"385","B4",7,527,5.7,7.5,39,33,18,1017.87601976309
"386","B4",7,515,8.1,7,40,37,19.25,1164.15642769587
"387","B4",7,513,10,13.5,36.5,38,18.625,1089.78903909917
"388","B4",7,525,9.7,5.5,49,41,22.5,1590.43128087983
"389","B4",7,520,11.4,6,50,41,22.75,1625.97054777357
"390","B4",7,521,10,7.5,49,43,23,1661.902513749
"391","B4",7,517,13.9,11.3,49,45,23.5,1734.94454294496
"392","B4",7,508,10.8,6.5,48,46,23.5,1734.94454294496
"393","B4",7,522,9.4,6.5,50,47,24.25,1847.45282985165
"394","B4",7,524,11.3,9,57,54,27.75,2419.22269280499
"395","B4",7,518,10.9,15,62,54,29,2642.07942166902
"396","B4",7,516,9.8,11.5,46,55,25.25,2002.96166620434
"397","B4",7,512,12.3,10,71,56,31.75,3166.92174435936
"398","B4",7,523,12.9,12,56,57.5,28.375,2529.42387260669
"399","B4",7,509,12.3,14.5,68,63,32.75,3369.5544705159
"400","B4",7,519,11.3,14.5,73,69,35.5,3959.19214168654
"401","B4",7,507,17.7,8.5,61,73,33.5,3525.65235549115
"402","B4",7,514,14.8,16,87,73.5,40.125,5058.01325966478
"403","B4",7,411,12.8,15.5,78,75,38.25,4596.34640174272
"404","B4",7,510,12.6,17.5,89,79.5,42.125,5574.8052511803
"405","B5",1,693,3.5,5.8,20,21,10.25,330.063578167778
"406","B5",1,703,2,7.4,47,29,19,1134.11494794592
"407","B5",1,699,8.7,10.9,40,39,19.75,1225.41748444087
"408","B5",1,708,7.5,8.7,46,39,21.25,1418.62543263664
"409","B5",1,700,4.2,5.5,36,41,19.25,1164.15642769587
"410","B5",1,691,6.5,11.5,46,41,21.75,1486.16967468882
"411","B5",1,687,5,9.2,52,41,23.25,1698.22717880613
"412","B5",1,707,8.5,8.3,38,42.5,20.125,1272.39411208908
"413","B5",1,688,4.2,9.1,49,44,23.25,1698.22717880613
"414","B5",1,702,8.5,10.2,52,44,24,1809.55736846772
"415","B5",1,701,10,12.1,68,49,29.25,2687.82886468692
"416","B5",1,698,10.5,14.3,82,52,33.5,3525.65235549115
"417","B5",1,689,10,8.1,48.5,54,25.625,2062.89736354861
"418","B5",1,705,5.5,12.5,49,54,25.75,2083.07227887088
"419","B5",1,704,8.2,10.2,48.5,54.5,25.75,2083.07227887088
"420","B5",1,692,8,11.2,41,56,24.25,1847.45282985165
"421","B5",1,706,9.5,12.1,48,57,26.25,2164.75368786422
"422","B5",1,697,14,12.3,66,57,30.75,2970.57220351
"423","B5",1,695,8.5,11.8,56,60,29,2642.07942166902
"424","B5",1,696,9.3,9.6,53,61,28.5,2551.75863287831
"425","B5",1,698,12.5,11.6,68,63,32.75,3369.5544705159
"426","B5",1,694,9,13.1,63,66,32.25,3267.45270927423
"427","B5",1,690,11.5,12.6,72,73,36.25,4128.24909635784
"428","B5",2,739,1,6.2,19,16,8.75,240.528187540469
