"","Bloque","Tratamiento","Individuo","AlturaTallo","DiamTallo","CobVeg_anc","CobVeg_lar","Rad.prom","Area.cob"
"429","B5",2,744,5,6.4,24,20,11,380.132711084365
"430","B5",2,742,3.5,6.7,22,21,10.75,363.05030103047
"431","B5",2,733,3.5,4.7,23,23,11.5,415.47562843725
"432","B5",2,737,4,9.3,24,23,11.75,433.736135736241
"433","B5",2,745,5,8.5,46,35,20.25,1288.24933751266
"434","B5",2,740,6.5,10.4,64,37,25.25,2002.96166620434
"435","B5",2,735,7.5,10.5,43,39,20.5,1320.25431267111
"436","B5",2,734,7.4,10.4,52,45,24.25,1847.45282985165
"437","B5",2,738,8.5,8.8,58,52,27.5,2375.82944427728
"438","B5",2,743,7.5,12.6,56,55,27.75,2419.22269280499
"439","B5",2,741,15,12.9,63,59,30.5,2922.4665660019
"440","B5",2,746,9,12,67,62,32.25,3267.45270927423
"441","B5",2,747,9.7,11.6,68,64,33,3421.19439975928
"442","B5",3,715,6,13,56,14,17.5,962.112750161874
"443","B5",3,717,2,6.5,35,16,12.75,510.705155749191
"444","B5",3,710,4.2,3.5,18.5,17,8.875,247.449508855409
"445","B5",3,713,2.3,5.3,26,18,11,380.132711084365
"446","B5",3,714,2.5,5.5,21,20,10.25,330.063578167778
"447","B5",3,724,4.2,5.1,22,21,10.75,363.05030103047
"448","B5",3,728,2,5.4,22,21,10.75,363.05030103047
"449","B5",3,731,4.8,6.8,28,21,12.25,471.435247579318
"450","B5",3,722,4.5,4.5,29.5,22,12.875,520.768069717721
"451","B5",3,729,3.8,10.3,29,26,13.75,593.95736106932
"452","B5",3,723,4.7,5.7,33,32,16.25,829.576810088555
"453","B5",3,721,6,8,47,32,19.75,1225.41748444087
"454","B5",3,718,5,6.9,42,33,18.75,1104.46616727766
"455","B5",3,725,5.2,6.4,39,36,18.75,1104.46616727766
"456","B5",3,712,6.5,8,40,38,19.5,1194.59060652752
"457","B5",3,711,4.5,8.5,41,38,19.75,1225.41748444087
"458","B5",3,732,6.3,8.2,44,39,20.75,1352.65198691126
"459","B5",3,730,4.5,9.4,46,42,22,1520.53084433746
"460","B5",3,719,6.5,7.5,49,44,23.25,1698.22717880613
"461","B5",3,727,7.5,7.7,48,45,23.25,1698.22717880613
"462","B5",3,720,7.7,10.5,52,46,24.5,1885.74099031727
"463","B5",3,726,7,11.1,48,47,23.75,1772.05460616549
"464","B5",4,785,7.5,9.8,48,36,21,1385.4423602331
"465","B5",4,774,7.5,5.4,44,38,20.5,1320.25431267111
"466","B5",4,779,11,11.2,54,38,23,1661.902513749
"467","B5",4,782,6,8.8,60,38,24.5,1885.74099031727
"468","B5",4,773,8.5,8.35,42,41,20.75,1352.65198691126
"469","B5",4,777,7,8.6,46.5,41,21.875,1503.30117212793
"470","B5",4,769,11.5,11.8,60,41,25.25,2002.96166620434
"471","B5",4,784,8.3,9.4,51,42,23.25,1698.22717880613
"472","B5",4,766,9,11.6,56,43,24.75,1924.4218498646
"473","B5",4,781,6.7,10,45,43.5,22.125,1537.85869131742
"474","B5",4,783,10.4,9,50,44,23.5,1734.94454294496
"475","B5",4,772,10,10.7,55,45,25,1963.49540849362
"476","B5",4,771,8.5,9.1,60,46,26.5,2206.18344098343
"477","B5",4,768,10,11.3,60,46,26.5,2206.18344098343
"478","B5",4,778,10.5,10.4,54.5,47,25.375,2022.84205721534
"479","B5",4,780,11,12,59,48,26.75,2248.00589318435
"480","B5",4,770,8.2,10.2,54,51,26.25,2164.75368786422
"481","B5",4,665,8.2,11.7,64,55,29.75,2780.50584796782
"482","B5",4,664,10.7,9.8,58,56,28.5,2551.75863287831
"483","B5",4,767,11,12.6,62,56,29.5,2733.97100678652
"484","B5",4,776,6.5,11.7,76,60,34,3631.6811075498
"485","B5",4,775,10,11.2,86,68,38.5,4656.62571078347
"486","B5",5,686,2.5,5.5,23,18,10.25,330.063578167778
"487","B5",5,668,8.7,11.2,34,34,17,907.92027688745
"488","B5",5,684,10.8,10.2,36,34,17.5,962.112750161874
"489","B5",5,685,11,11.6,42,38,20,1256.63706143592
"490","B5",5,672,12.2,14.5,62,40,25.5,2042.82062299676
"491","B5",5,676,7,20.9,46,46,23,1661.902513749
"492","B5",5,681,10.5,12.2,56,52,27,2290.22104446696
"493","B5",5,682,10.5,11.8,67,55,30.5,2922.4665660019
"494","B5",5,671,7.3,9.2,62,56,29.5,2733.97100678652
"495","B5",5,677,13,11.6,63,56,29.75,2780.50584796782
"496","B5",5,673,8.8,10.7,66,56,30.5,2922.4665660019
"497","B5",5,674,14,13.2,65,58,30.75,2970.57220351
"498","B5",5,679,14,12.1,76,59,33.75,3578.47038197962
"499","B5",5,667,14.5,11.3,89,59,37,4300.84034276443
"500","B5",5,683,10,13.4,56,60,29,2642.07942166902
"501","B5",5,675,14.5,13.6,68,63,32.75,3369.5544705159
"502","B5",5,678,12,14.5,66,64,32.5,3318.30724035422
"503","B5",5,680,15,12.1,73,65,34.5,3739.28065593525
"504","B5",5,670,12,12.2,75,67,35.5,3959.19214168654
"505","B5",5,669,14.5,13.3,90,79,42.25,5607.93923619863
"506","B5",6,656,3.7,5.6,14.5,12,6.625,137.886465061465
"507","B5",6,653,18,13.4,35,23.5,14.625,671.957216171729
"508","B5",6,658,6.5,10.1,36,34,17.5,962.112750161874
"509","B5",6,657,10.5,10.2,36,35,17.75,989.798035421634
"510","B5",6,652,6.5,10.7,45,36,20.25,1288.24933751266
"511","B5",6,661,12.2,14,53,38,22.75,1625.97054777357
"512","B5",6,664,13,10.7,64,42,26.5,2206.18344098343
"513","B5",6,666,8.5,13.6,45,43,22,1520.53084433746
"514","B5",6,649,10.5,12.4,63,51,28.5,2551.75863287831
"515","B5",6,665,7.5,14.5,63,51,28.5,2551.75863287831
"516","B5",6,660,11.5,11.3,75,52,31.75,3166.92174435936
"517","B5",6,651,11,10.5,63,54,29.25,2687.82886468692
"518","B5",6,655,9,12.4,59,57,29,2642.07942166902
"519","B5",6,663,12.5,13,60,59,29.75,2780.50584796782
"520","B5",6,659,6.5,12.9,70,59,32.25,3267.45270927423
"521","B5",6,650,7.5,13.9,71,59,32.5,3318.30724035422
"522","B5",6,662,11.5,14.3,79,68,36.75,4242.91722821387
"523","B5",7,763,7,7,3.7,3.3,1.75,9.62112750161874
"524","B5",7,755,2.5,4.2,18,19,9.25,268.802521422777
"525","B5",7,761,7.5,19,30,27,14.25,637.939658219577
"526","B5",7,760,4,7.6,37,35,18,1017.87601976309
"527","B5",7,748,8.5,8.1,40,39,19.75,1225.41748444087
"528","B5",7,750,2.5,8.5,40,40,20,1256.63706143592
"529","B5",7,762,8,10,67,46,28.25,2507.1872871055
"530","B5",7,754,6,11.5,65,47,28,2463.0086404144
"531","B5",7,749,4,8.6,67,48,28.75,2596.72267773281
"532","B5",7,758,6.5,9.9,56,53,27.25,2332.82889483127
"533","B5",7,753,8.5,11.2,64,57,30.25,2874.75362757551
"534","B5",7,759,11.5,12.3,60,59,29.75,2780.50584796782
"535","B5",7,757,11,9.8,62,59,30.25,2874.75362757551
"536","B5",7,751,10.5,11.6,75,60,33.75,3578.47038197962
"537","B5",7,752,10.5,12.8,90,72,40.5,5152.99735005066
"538","B5",7,756,12.5,14,76,73,37.25,4359.15615639669
