"","Bloque","Tratamiento","Individuo","AlturaTallo","DiamTallo","CobVeg_anc","CobVeg_lar","Rad.prom","Area.cob"
"427","B4",7,510,2.5,12,78,59,34.25,3685.28453220168
"428","B4",7,509,7,9.1,62,63,31.25,3067.96157577128
"429","B5",1,709,1.2,2.7,7,10,4.25,56.7450173054656
"430","B5",1,693,2,5,14,13,6.75,143.138815279185
"431","B5",1,700,2.5,3.9,18,15,8.25,213.824649984955
"432","B5",1,694,2.5,9.9,19,18,9.25,268.802521422777
"433","B5",1,688,3,7.4,25,19,11,380.132711084365
"434","B5",1,708,2.5,7.7,27,22,12.25,471.435247579318
"435","B5",1,703,2,5.3,30,25,13.75,593.95736106932
"436","B5",1,704,3.3,9.3,30,28,14.5,660.519855417254
"437","B5",1,707,2.5,8.2,32,29,15.25,730.616641500476
"438","B5",1,691,3.5,8.3,40,29,17.25,934.820163983813
"439","B5",1,692,4,8.1,38,30,17,907.92027688745
"440","B5",1,706,3.5,9.8,41,30,17.75,989.798035421634
"441","B5",1,696,4.5,7,43,30,18.25,1046.34670318625
"442","B5",1,699,4.5,10.2,32,31,15.75,779.311327631118
"443","B5",1,705,2,8.7,35,32,16.75,881.413088872786
"444","B5",1,687,3,7.7,35,33,17,907.92027688745
"445","B5",1,702,4.5,8.9,40,34,18.5,1075.21008569111
"446","B5",1,690,5.5,10.9,52,36,22,1520.53084433746
"447","B5",1,695,3,10.8,40,37,19.25,1164.15642769587
"448","B5",1,689,4,7.8,45,43,22,1520.53084433746
"449","B5",1,697,5.5,11.1,50,49,24.75,1924.4218498646
"450","B5",1,701,5,11.5,52,50,25.5,2042.82062299676
"451","B5",1,690,5.6,10.8,52,51,25.75,2083.07227887088
"452","B5",1,698,5.5,13.3,57,52,27.25,2332.82889483127
"453","B5",2,733,1.5,3.1,13,13,6.5,132.732289614169
"454","B5",2,742,2,5.7,32,20,13,530.929158456675
"455","B5",2,745,3.7,5.5,30,26,14,615.752160103599
"456","B5",3,710,1.5,3.4,11,6,4.25,56.7450173054656
"457","B5",3,716,1,4.3,10,9,4.75,70.8821842466197
"458","B5",3,713,1,4.2,11,10,5.25,86.5901475145687
"459","B5",3,724,1,6.8,12,10,5.5,95.0331777710912
"460","B5",3,714,2,4,16,11,6.75,143.138815279185
"461","B5",3,722,2.7,2.7,16,12,7,153.9380400259
"462","B5",3,728,1,2.7,15,13,7,153.9380400259
"463","B5",3,718,1.5,4.1,20,15,8.75,240.528187540469
"464","B5",3,731,3.2,3.8,17,16,8.25,213.824649984955
"465","B5",3,717,1,7.4,27,17,11,380.132711084365
"466","B5",3,725,3,4.1,21,19,10,314.159265358979
"467","B5",3,729,1.5,7.1,27,20,11.75,433.736135736241
"468","B5",3,719,3,5.5,25,21,11.5,415.47562843725
"469","B5",3,723,3,5.5,25,21,11.5,415.47562843725
"470","B5",3,732,2.7,5.3,24,22,11.5,415.47562843725
"471","B5",3,712,4.5,8.3,27,23,12.5,490.873852123405
"472","B5",3,721,3,6,30,24,13.5,572.55526111674
"473","B5",3,727,3.3,4.8,26,25,12.75,510.705155749191
"474","B5",3,730,3.7,7.2,30,25,13.75,593.95736106932
"475","B5",3,720,4,6.1,37,27,16,804.247719318987
"476","B5",3,715,2.5,5.5,29,28,14.25,637.939658219577
"477","B5",3,711,2,5.9,29,28,14.25,637.939658219577
"478","B5",3,726,3.3,5.7,33,32,16.25,829.576810088555
"479","B5",4,785,3.5,8.8,35,20,13.75,593.95736106932
"480","B5",4,777,3,9,31,28,14.75,683.492751696629
"481","B5",4,784,3.2,7.5,31,30,15.25,730.616641500476
"482","B5",4,782,3,8.8,32,30,15.5,754.767635024948
"483","B5",4,771,3.5,6.9,33,32,16.25,829.576810088555
"484","B5",4,781,4.7,6.8,39,32.5,17.875,1003.78794020715
"485","B5",4,768,3.5,9.2,34.5,33,16.875,894.617595494906
"486","B5",4,776,3.5,8.6,39,33,18,1017.87601976309
"487","B5",4,774,4.5,8.5,43,33,19,1134.11494794592
"488","B5",4,780,4.5,8.9,46,34,20,1256.63706143592
"489","B5",4,770,4.5,7.6,36,35,17.75,989.798035421634
"490","B5",4,773,4.5,7.5,42,35,19.25,1164.15642769587
"491","B5",4,779,4.7,9.2,37,36.5,18.375,1060.72930705347
"492","B5",4,767,3,9.5,48,39,21.75,1486.16967468882
"493","B5",4,772,5,8,42,40,20.5,1320.25431267111
"494","B5",4,775,9.8,9.5,48.5,40,22.125,1537.85869131742
"495","B5",4,783,5.6,7.6,49,41,22.5,1590.43128087983
"496","B5",4,769,3.5,9.1,45,42,21.75,1486.16967468882
"497","B5",4,764,3.5,8.9,45,43,22,1520.53084433746
"498","B5",4,766,3.5,7.9,48,43,22.75,1625.97054777357
"499","B5",4,765,4.3,10.6,49,46,23.75,1772.05460616549
"500","B5",4,778,4.2,10.7,47.5,47,23.625,1753.45048717002
"501","B5",5,686,2.5,4.8,10,7,4.25,56.7450173054656
"502","B5",5,668,3,6.5,27,24,12.75,510.705155749191
"503","B5",5,684,2.5,9.7,41,25,16.5,855.298599939821
"504","B5",5,685,4.2,10.6,41,26,16.75,881.413088872786
"505","B5",5,671,6.5,8.8,44,32,19,1134.11494794592
"506","B5",5,675,4.5,11.7,39,34,18.25,1046.34670318625
"507","B5",5,672,6,11,50,36,21.5,1452.20120412188
"508","B5",5,682,3,12.4,64,36,25,1963.49540849362
"509","B5",5,676,3,10.1,47,39,21.5,1452.20120412188
"510","B5",5,673,5,10.5,44,43,21.75,1486.16967468882
"511","B5",5,677,4,10.3,47,43,22.5,1590.43128087983
"512","B5",5,670,8,13.5,54,44,24.5,1885.74099031727
"513","B5",5,669,6.5,13.2,57,44,25.25,2002.96166620434
"514","B5",5,680,7.5,12,60,44,26,2123.7166338267
"515","B5",5,681,5,10.4,48,47,23.75,1772.05460616549
"516","B5",5,674,9,14.2,62,47,27.25,2332.82889483127
"517","B5",5,678,5,13.2,50,49,24.75,1924.4218498646
"518","B5",5,679,8,11.2,59,49,27,2290.22104446696
"519","B5",5,683,4,14.7,53,52,26.25,2164.75368786422
"520","B5",5,667,8,12,68,61,32.25,3267.45270927423
"521","B5",6,656,1.7,5.1,18,18,9,254.469004940773
"522","B5",6,658,4.5,9.3,30,29,14.75,683.492751696629
"523","B5",6,653,4,8.3,37,30,16.75,881.413088872786
"524","B5",6,651,4,12.4,42,32,18.5,1075.21008569111
"525","B5",6,655,4.5,10,44,34,19.5,1194.59060652752
"526","B5",6,666,7.5,17.3,43,36,19.75,1225.41748444087
"527","B5",6,654,2.5,8.2,39,37,19,1134.11494794592
"528","B5",6,652,4.5,10,44,37,20.25,1288.24933751266
"529","B5",6,665,4.5,10.3,46,37,20.75,1352.65198691126
"530","B5",6,661,4,10.6,41,40,20.25,1288.24933751266
"531","B5",6,664,6,9.7,42,40,20.5,1320.25431267111
"532","B5",6,650,6.5,10.9,54,40,23.5,1734.94454294496
"533","B5",6,657,4,11.3,44,43,21.75,1486.16967468882
"534","B5",6,649,6.5,9.9,44,44,22,1520.53084433746
"535","B5",6,660,7.5,11.3,54,44,24.5,1885.74099031727
"536","B5",6,663,5.5,13,70,46,29,2642.07942166902
"537","B5",6,662,7.3,16.4,66,47,28.25,2507.1872871055
"538","B5",6,659,4.5,10.6,57,53,27.5,2375.82944427728
"539","B5",7,739,1,4.8,10,10,5,78.5398163397448
"540","B5",7,755,1,1.8,14,12,6.5,132.732289614169
"541","B5",7,744,2.5,5,20,17,9.25,268.802521422777
"542","B5",7,760,3,5.3,23,22,11.25,397.607820219958
"543","B5",7,763,2.5,4.9,24,23,11.75,433.736135736241
"544","B5",7,758,3.5,7.1,48,25,18.25,1046.34670318625
"545","B5",7,750,2.5,8.6,28,27,13.75,593.95736106932
"546","B5",7,737,3.7,9.5,30,28,14.5,660.519855417254
"547","B5",7,761,1.5,6.2,33,29,15.5,754.767635024948
"548","B5",7,748,3,6.9,32,30,15.5,754.767635024948
"549","B5",7,740,4,9.8,35,30,16.25,829.576810088555
"550","B5",7,735,5,10.4,42,31,18.25,1046.34670318625
"551","B5",7,746,5,9.5,43,32,18.75,1104.46616727766
"552","B5",7,738,4.3,6.6,34,33,16.75,881.413088872786
"553","B5",7,749,4,8.2,36,34,17.5,962.112750161874
"554","B5",7,753,4.5,8.4,45,35,20,1256.63706143592
"555","B5",7,734,4,9.9,34,36,17.5,962.112750161874
"556","B5",7,747,3.5,8.9,49,40,22.25,1555.2847130678
"557","B5",7,762,4,8.3,44,41,21.25,1418.62543263664
"558","B5",7,757,3.5,8.5,49,42,22.75,1625.97054777357
"559","B5",7,754,6,13.7,47,43,22.5,1590.43128087983
"560","B5",7,759,6,8.5,48,46,23.5,1734.94454294496
"561","B5",7,752,4,9.5,60,47,26.75,2248.00589318435
"562","B5",7,751,5,11.1,60,48,27,2290.22104446696
"563","B5",7,743,5.5,9.5,50,49,24.75,1924.4218498646
"564","B5",7,756,7.3,13.7,55,50,26.25,2164.75368786422
"565","B5",7,741,7,13.8,65,58,30.75,2970.57220351
