Bloque,Individuo,AlturaTallo,DiamTallo,CobVeg_anc,CobVeg_lar
B4T4,608,5.5,8.4,43,47
B4T4,609,7,11.3,49,47
B4T4,595,4.5,10.9,52,48
B4T4,602,7.5,12,53,49
B4T4,606,7.5,11.7,57,55
B4T5,581,6,12.3,37,28
B4T5,571,5.5,9.1,44,36
B4T5,575,6.3,NA,39,37
B4T5,568,5,7.2,40,37
B4T5,573,4,12.2,40,37
B4T5,583,6.5,9.5,40,39
,,,,,
B4T5,576,4.5,9.5,43,40
B4T5,565,8,11.6,49,41
B4T5,566,6,8.8,45,42
B4T5,574,7.5,11.6,50,42
B4T5,585,6.5,11.1,56,42
B4T5,577,5,11.7,48,43
B4T5,584,6.7,10.8,50,43
B4T5,580,8,NA,47,45
B4T5,578,8,11.3,49,45
B4T5,569,6.5,10.7,47,47
B4T5,579,5,13.3,49,47
B4T5,570,7,12.5,52,50
B4T5,567,7.7,10.6,59,53
B4T5,586,8.5,11.9,60,56
B4T5,572,7.5,13.8,62,59
B4T6,542,5.5,10.8,40,38
B4T6,536,3,10.2,48,39
B4T6,537,6.5,13.2,38,42
B4T6,540,5,11.3,45,42
B4T6,539,6,12,52,42
B4T6,544,7.5,13.1,59,43
B4T6,532,8,11.3,65,43
B4T6,535,4,10.6,53,47
B4T6,531,6.5,12.7,62,48
B4T6,529,6,13.2,57,49
B4T6,541,6.5,14,52,50
B4T6,533,7,16.1,66,50
B4T6,534,10,15.5,69,50
B4T6,528,7.5,11.9,81,51
B4T6,538,5.7,15,77,54
B4T6,543,8,12.7,66,58
B4T6,545,6.5,13.1,69,62
B4T6,530,9.5,13,67,63
B4T6,553,NA,13.7,NA,NA
B4T7,526,3.5,9.7,18,14
,,,,,
B4T7,527,4,6.3,30,24
B4T7,525,3.5,7.7,29,28
B4T7,515,3,7.5,30,30
B4T7,522,3.5,7,34,33
B4T7,521,4.5,9.6,36,33
B4T7,516,4,8.9,47,33
B4T7,520,2.5,9.3,37,35
B4T7,518,5,10,45,35
B4T7,517,5.5,10.9,42,38
B4T7,512,5.5,11.2,44,42
B4T7,508,4,10.5,53,42
B4T7,507,7,13.6,58,42
B4T7,523,5,9.9,64,46
B4T7,514,8.5,11.2,49,47
B4T7,524,6.5,9.4,50,47
B4T7,513,3.5,11.2,62,54
B4T7,519,6,10.6,60,55
B4T7,511,8.7,10.7,72,56
B4T7,510,2.5,12,78,59
B4T7,509,7,9.1,62,63
B5T1,709,1.2,2.7,7,10
B5T1,693,2,5,14,13
B5T1,700,2.5,3.9,18,15
B5T1,694,2.5,9.9,19,18
B5T1,688,3,7.4,25,19
B5T1,708,2.5,7.7,27,22
B5T1,703,2,5.3,30,25
B5T1,704,3.3,9.3,30,28
B5T1,707,2.5,8.2,32,29
B5T1,691,3.5,8.3,40,29
B5T1,692,4,8.1,38,30
B5T1,706,3.5,9.8,41,30
B5T1,696,4.5,7,43,30
B5T1,699,4.5,10.2,32,31
B5T1,705,2,8.7,35,32
B5T1,687,3,7.7,35,33
B5T1,702,4.5,8.9,40,34
B5T1,690,5.5,10.9,52,36
B5T1,695,3,10.8,40,37
B5T1,689,4,7.8,45,43
B5T1,697,5.5,11.1,50,49
B5T1,701,5,11.5,52,50
B5T1,690,5.6,10.8,52,51
B5T1,698,5.5,13.3,57,52
B5T2,733,1.5,3.1,13,13
B5T2,742,2,5.7,32,20
B5T2,745,3.7,5.5,30,26
B5T3,710,1.5,3.4,11,6
B5T3,716,1,4.3,10,9
B5T3,713,1,4.2,11,10
B5T3,724,1,6.8,12,10
B5T3,714,2,4,16,11
B5T3,722,2.7,2.7,16,12
B5T3,728,1,2.7,15,13
B5T3,718,1.5,4.1,20,15
B5T3,731,3.2,3.8,17,16
B5T3,717,1,7.4,27,17
B5T3,725,3,4.1,21,19
B5T3,729,1.5,7.1,27,20
B5T3,719,3,5.5,25,21
B5T3,723,3,5.5,25,21
B5T3,732,2.7,5.3,24,22
B5T3,712,4.5,8.3,27,23
B5T3,721,3,6,30,24
B5T3,727,3.3,4.8,26,25
B5T3,730,3.7,7.2,30,25
B5T3,720,4,6.1,37,27
B5T3,715,2.5,5.5,29,28
B5T3,711,2,5.9,29,28
B5T3,726,3.3,5.7,33,32
B5T4,785,3.5,8.8,35,20
B5T4,777,3,9,31,28
B5T4,784,3.2,7.5,31,30
B5T4,782,3,8.8,32,30
B5T4,771,3.5,6.9,33,32
B5T4,781,4.7,6.8,39,32.5
B5T4,768,3.5,9.2,34.5,33
B5T4,776,3.5,8.6,39,33
B5T4,774,4.5,8.5,43,33
B5T4,780,4.5,8.9,46,34
B5T4,770,4.5,7.6,36,35
B5T4,773,4.5,7.5,42,35
B5T4,779,4.7,9.2,37,36.5
B5T4,767,3,9.5,48,39
B5T4,772,5,8,42,40
B5T4,775,9.8,9.5,48.5,40
B5T4,783,5.6,7.6,49,41
B5T4,769,3.5,9.1,45,42
B5T4,764,3.5,8.9,45,43
B5T4,766,3.5,7.9,48,43
B5T4,765,4.3,10.6,49,46
B5T4,778,4.2,10.7,47.5,47
B5T5,686,2.5,4.8,10,7
B5T5,668,3,6.5,27,24
B5T5,684,2.5,9.7,41,25
B5T5,685,4.2,10.6,41,26
B5T5,671,6.5,8.8,44,32
B5T5,675,4.5,11.7,39,34
B5T5,672,6,11,50,36
B5T5,682,3,12.4,64,36
B5T5,676,3,10.1,47,39
B5T5,673,5,10.5,44,43
B5T5,677,4,10.3,47,43
B5T5,670,8,13.5,54,44
B5T5,669,6.5,13.2,57,44
B5T5,680,7.5,12,60,44
B5T5,681,5,10.4,48,47
B5T5,674,9,14.2,62,47
B5T5,678,5,13.2,50,49
B5T5,679,8,11.2,59,49
B5T5,683,4,14.7,53,52
B5T5,667,8,12,68,61
B5T6,656,1.7,5.1,18,18
B5T6,658,4.5,9.3,30,29
B5T6,653,4,8.3,37,30
B5T6,651,4,12.4,42,32
B5T6,655,4.5,10,44,34
B5T6,666,7.5,17.3,43,36
B5T6,654,2.5,8.2,39,37
B5T6,652,4.5,10,44,37
B5T6,665,4.5,10.3,46,37
B5T6,661,4,10.6,41,40
B5T6,664,6,9.7,42,40
B5T6,650,6.5,10.9,54,40
B5T6,657,4,11.3,44,43
B5T6,649,6.5,9.9,44,44
B5T6,660,7.5,11.3,54,44
B5T6,663,5.5,13,70,46
B5T6,662,7.3,16.4,66,47
B5T6,659,4.5,10.6,57,53
B5T7,739,1,4.8,10,10
B5T7,755,1,1.8,14,12
B5T7,744,2.5,5,20,17
B5T7,760,3,5.3,23,22
B5T7,763,2.5,4.9,24,23
B5T7,758,3.5,7.1,48,25
B5T7,750,2.5,8.6,28,27
B5T7,737,3.7,9.5,30,28
B5T7,761,1.5,6.2,33,29
B5T7,748,3,6.9,32,30
B5T7,740,4,9.8,35,30
B5T7,735,5,10.4,42,31
B5T7,746,5,9.5,43,32
B5T7,738,4.3,6.6,34,33
B5T7,749,4,8.2,36,34
B5T7,753,4.5,8.4,45,35
B5T7,734,4,9.9,34,36
B5T7,747,3.5,8.9,49,40
B5T7,762,4,8.3,44,41
B5T7,757,3.5,8.5,49,42
B5T7,754,6,13.7,47,43
B5T7,759,6,8.5,48,46
B5T7,752,4,9.5,60,47
B5T7,751,5,11.1,60,48
B5T7,743,5.5,9.5,50,49
B5T7,756,7.3,13.7,55,50
B5T7,741,7,13.8,65,58
B5T7,736,NA,NA,NA,NA
,,,,,
