"","Individuo","Bloque.x","Tratamiento.x","AlturaTallo.x","DiamTallo.x","CobVeg_anc.x","CobVeg_lar.x","Rad.prom.x","Area.cob.x","Bloque.y","Tratamiento.y","AlturaTallo.y","DiamTallo.y","CobVeg_anc.y","CobVeg_lar.y","Rad.prom.y","Area.cob.y","dif.tallo","dif.alt","dif.cob"
"177",398,"B3",3,2.3,5.2,17.5,11.5,7.25,165.129963854314,"B3",3,4,5.7,21.5,21,10.625,354.65635815916,0.5,1.7,189.526394304847
"178",399,"B3",5,4,13.1,38,28,16.5,855.298599939821,"B3",5,8,13.1,55.5,41,24.125,1828.45601177447,0,4,973.157411834651
"179",400,"B3",5,4.5,11.3,42,38,20,1256.63706143592,"B3",5,8.5,12,57,43,25,1963.49540849362,0.699999999999999,4,706.858347057703
"180",401,"B3",5,4.3,11.2,41,27,17,907.92027688745,"B3",5,6.6,11.3,68,58,31.5,3117.24531052447,0.100000000000001,2.3,2209.32503363702
"181",402,"B3",5,4.7,11.7,41,37,19.5,1194.59060652752,"B3",5,10,13.5,60,47,26.75,2248.00589318435,1.8,5.3,1053.41528665683
"182",403,"B3",5,3.5,10.7,21,21,10.5,346.360590058275,"B3",5,4.5,10.7,41,33,18.5,1075.21008569111,0,1,728.849495632832
"183",404,"B3",5,4.5,13.6,43,35,19.5,1194.59060652752,"B3",5,9,14.5,52,49,25.25,2002.96166620434,0.9,4.5,808.371059676824
"184",405,"B3",5,4,9.7,34,18,13,530.929158456675,"B3",5,4.5,10,47,45,23,1661.902513749,0.300000000000001,0.5,1130.97335529233
"185",406,"B3",5,4,10.4,32,29,15.25,730.616641500476,"B3",5,7.5,10.5,49,43,23,1661.902513749,0.0999999999999996,3.5,931.285872248524
"186",407,"B3",5,5,10.7,43,32,18.75,1104.46616727766,"B3",5,7.2,12.4,55,54,27.25,2332.82889483127,1.7,2.2,1228.36272755361
"187",408,"B3",5,4.5,14,40,40,20,1256.63706143592,"B3",5,6,13.3,59,57,29,2642.07942166902,0,1.5,1385.4423602331
"188",409,"B3",5,4.2,15.1,40,39,19.75,1225.41748444087,"B3",5,8,17.2,54,54,27,2290.22104446696,2.1,3.8,1064.80356002609
"189",410,"B3",5,4.2,14.4,48,41,22.25,1555.2847130678,"B3",5,10,14.5,68,50,29.5,2733.97100678652,0.0999999999999996,5.8,1178.68629371872
"190",411,"B3",5,4.3,11.3,40,36,19,1134.11494794592,"B3",5,9.5,11.7,53,51,26,2123.7166338267,0.399999999999999,5.2,989.601685880785
"191",412,"B3",5,4,13.4,44,42,21.5,1452.20120412188,"B3",5,9,13.5,59,57,29,2642.07942166902,0.0999999999999996,5,1189.87821754713
"192",413,"B3",5,4.7,14.7,48,41,22.25,1555.2847130678,"B3",5,8,14.7,66,57,30.75,2970.57220351,0,3.3,1415.2874904422
"193",414,"B3",5,4.3,11.9,38,38,19,1134.11494794592,"B3",5,9,11.9,48,46,23.5,1734.94454294496,0,4.7,600.829594999048
"194",415,"B3",5,4.8,10.2,30,23,13.25,551.545860245858,"B3",5,7.3,13.4,47,39,21.5,1452.20120412188,3.2,2.5,900.655343876024
"195",416,"B3",5,4.5,11.1,36,34,17.5,962.112750161874,"B3",5,9,12,56,43.5,24.875,1943.9095417939,0.9,4.5,981.796791632023
"196",417,"B3",5,4.5,12.3,39,39,19.5,1194.59060652752,"B3",5,7,12.9,58,45,25.75,2083.07227887088,0.6,2.5,888.481672343363
"197",418,"B3",5,3.3,12.4,39,38,19.25,1164.15642769587,"B3",5,5.5,12.9,57,45,25.5,2042.82062299676,0.5,2.2,878.664195300895
"198",419,"B3",5,4,12.3,38,31,17.25,934.820163983813,"B3",5,8,12.5,47,46,23.25,1698.22717880613,0.199999999999999,4,763.40701482232
"199",420,"B3",5,4.2,10.9,42,32,18.5,1075.21008569111,"B3",5,5.9,13.2,53,36,22.25,1555.2847130678,2.3,1.7,480.07462737669
"200",421,"B3",6,4,9.2,23,20,10.75,363.05030103047,"B3",6,5.2,11.1,32.5,29,15.375,742.6430508775,1.9,1.2,379.592749847029
"201",422,"B3",6,3,10.2,32,25,14.25,637.939658219577,"B3",6,3,9.1,44,42,21.5,1452.20120412188,0,0,814.261545902304
"202",423,"B3",6,2.5,9.7,28,22,12.5,490.873852123405,"B3",6,6.3,10.9,52,51,25.75,2083.07227887088,1.2,3.8,1592.19842674748
"203",424,"B3",6,4,9.5,33,28,15.25,730.616641500476,"B3",6,6,10.8,47,39,21.5,1452.20120412188,1.3,2,721.584562621406
"204",425,"B3",6,4.7,10.1,28,23,12.75,510.705155749191,"B3",6,7.3,9.5,45,39,21,1385.4423602331,0,2.6,874.737204483908
"205",426,"B3",6,3.7,8,30,22,13,530.929158456675,"B3",6,5,8.6,35,32,16.75,881.413088872786,0.6,1.3,350.483930416111
"206",427,"B3",6,3,10.3,27,22,12.25,471.435247579318,"B3",6,3,10.9,37,34,17.75,989.798035421634,0.6,0,518.362787842316
"207",427,"B3",6,4,9.5,38,23,15.25,730.616641500476,"B3",6,3,10.9,37,34,17.75,989.798035421634,1.4,0,259.181393921158
"208",428,"B3",6,4,11.9,33,26,14.75,683.492751696629,"B3",6,7,13.6,39,34,18.25,1046.34670318625,1.7,3,362.853951489621
"209",429,"B3",6,3,9.7,27,17,11,380.132711084365,"B3",6,5.7,10.6,35.5,25.5,15.25,730.616641500476,0.9,2.7,350.483930416111
"210",430,"B3",6,4.2,8.6,29,22,12.75,510.705155749191,"B3",6,6.5,8.3,45,42,21.75,1486.16967468882,0,2.3,975.464518939631
"211",431,"B3",6,4.5,9.6,32,31,15.75,779.311327631118,"B3",6,5,13,48,44,23,1661.902513749,3.4,0.5,882.591186117882
"212",432,"B3",6,3,9.3,24,16,10,314.159265358979,"B3",6,4,9.3,40,35.5,18.875,1119.24147022658,0,1,805.082204867597
"213",433,"B3",6,3,9.2,27,23,12.5,490.873852123405,"B3",6,5,10.8,46,36,20.5,1320.25431267111,1.6,2,829.380460547705
"214",433,"B3",6,3,9.2,27,23,12.5,490.873852123405,"B3",6,7,10.9,60,50,27.5,2375.82944427728,1.7,4,1884.95559215388
"215",434,"B3",6,4,10.4,33,19,13,530.929158456675,"B3",6,4,10.4,35,32,16.75,881.413088872786,0,0,350.483930416111
"216",435,"B3",6,4,10,34,31,16.25,829.576810088555,"B3",6,5,10,42,34,19,1134.11494794592,0,1,304.53813785736
"217",436,"B3",6,4.2,12.3,36,25,15.25,730.616641500476,"B3",6,6.3,12.3,48,47,23.75,1772.05460616549,0,2.1,1041.43796466502
"218",437,"B3",6,4.3,10.3,39,39,19.5,1194.59060652752,"B3",6,7,10.9,60,50,27.5,2375.82944427728,0.6,2.7,1181.23883774976
"219",439,"B3",6,4,9.8,23,17,10,314.159265358979,"B3",6,5.5,10.2,41,34,18.75,1104.46616727766,0.399999999999999,1.5,790.306901918682
"220",440,"B3",6,4.2,8.6,33,27,15,706.858347057703,"B3",6,6.3,9.8,52,48,25,1963.49540849362,1.2,2.1,1256.63706143592
"221",441,"B3",6,3.7,9.8,28,23,12.75,510.705155749191,"B3",6,5.7,9.7,38,33,17.75,989.798035421634,0,2,479.092879672443
"222",442,"B3",6,4.2,10.7,28,21,12.25,471.435247579318,"B3",6,5.2,10.6,51,36,21.75,1486.16967468882,0,1,1014.7344271095
"223",443,"B3",6,4,9,32,30,15.5,754.767635024948,"B3",6,6.5,9.7,43,37,20,1256.63706143592,0.699999999999999,2.5,501.869426410969
"224",444,"B3",6,4.3,10.5,26,24,12.5,490.873852123405,"B3",6,5.5,10.1,46,33,19.75,1225.41748444087,0,1.2,734.543632317464
"225",445,"B3",1,4.2,7.9,33,19,13,530.929158456675,"B3",1,6.5,8.9,36,25,15.25,730.616641500476,1,2.3,199.687483043801
"226",447,"B3",1,3.7,9.6,25,24,12.25,471.435247579318,"B3",1,5.5,8.7,36,30,16.5,855.298599939821,0,1.8,383.863352360503
"227",448,"B3",1,3.5,8.5,31,31,15.5,754.767635024948,"B3",1,5.5,9,53,42,23.75,1772.05460616549,0.5,2,1017.28697114054
"228",449,"B3",1,2.5,8.8,32,23,13.75,593.95736106932,"B3",1,3,10.4,46,40,21.5,1452.20120412188,1.6,0.5,858.243843052561
"229",450,"B3",1,5,12.2,43,42,21.25,1418.62543263664,"B3",1,5.5,11.1,60,55,28.75,2596.72267773281,0,0.5,1178.09724509617
"230",450,"B3",1,4.5,10.3,47,42,22.25,1555.2847130678,"B3",1,5.5,11.1,60,55,28.75,2596.72267773281,0.799999999999999,1,1041.43796466502
"231",451,"B3",1,4.5,10.1,35,32,16.75,881.413088872786,"B3",1,5.5,11,61,44,26.25,2164.75368786422,0.9,1,1283.34059899143
"232",452,"B3",1,3.5,11.1,32,23,13.75,593.95736106932,"B3",1,7,12.5,53,40,23.25,1698.22717880613,1.4,3.5,1104.26981773681
"233",453,"B3",1,2.8,11,35,33,17,907.92027688745,"B3",1,3.5,11.4,45,35,20,1256.63706143592,0.4,0.7,348.716784548467
"234",454,"B3",1,4.5,11.4,36,29,16.25,829.576810088555,"B3",1,6,11.4,47,38,21.25,1418.62543263664,0,1.5,589.048622548086
"235",455,"B3",1,4.5,11.4,36,29,16.25,829.576810088555,"B3",1,7.5,10.4,49,37,21.5,1452.20120412188,0,3,622.624394033327
"236",456,"B3",1,2.5,7.7,23,23,11.5,415.47562843725,"B3",1,2.7,7.9,27,25,13,530.929158456675,0.2,0.2,115.453530019425
"237",457,"B3",1,4.5,12.6,36,34,17.5,962.112750161874,"B3",1,4.5,11.6,51,44,23.75,1772.05460616549,0,0,809.941856003619
"238",459,"B3",1,4,10.8,33,30,15.75,779.311327631118,"B3",1,6.5,10.8,45,42,21.75,1486.16967468882,0,2.5,706.858347057703
"239",460,"B3",1,4.5,11.2,46,33,19.75,1225.41748444087,"B3",1,8,10,51,46,24.25,1847.45282985165,0,3.5,622.035345410779
"240",461,"B3",1,3,6.8,24,18,10.5,346.360590058275,"B3",1,4,10.1,42,41,20.75,1352.65198691126,3.3,1,1006.29139685298
"241",462,"B3",1,3.8,11.8,32,30,15.5,754.767635024948,"B3",1,5.5,12.5,46,45,22.75,1625.97054777357,0.699999999999999,1.7,871.202912748619
"242",463,"B3",1,3.5,11.7,33,28,15.25,730.616641500476,"B3",1,3.2,10.6,44,33,19.25,1164.15642769587,0,0,433.539786195391
"243",464,"B3",1,2.5,10.2,33,31,16,804.247719318987,"B3",1,6.5,13.1,64,50,28.5,2551.75863287831,2.9,4,1747.51091355932
"244",465,"B3",4,4.5,7,35,32,16.75,881.413088872786,"B3",4,4.3,8,55,45,25,1963.49540849362,1,0,1082.08231962083
"245",466,"B3",4,3.8,11.1,20,18,9.5,283.528736986479,"B3",4,6.5,12.3,51,47,24.5,1885.74099031727,1.2,2.7,1602.21225333079
"246",466,"B3",1,3.3,8,27,22,12.25,471.435247579318,"B3",4,6.5,12.3,51,47,24.5,1885.74099031727,4.3,3.2,1414.30574273795
"247",466,"B3",4,4.2,10.7,43,25,17,907.92027688745,"B3",4,6.5,12.3,51,47,24.5,1885.74099031727,1.6,2.3,977.820713429823
"248",467,"B3",4,4,11.2,31,27,14.5,660.519855417254,"B3",4,6.5,10.8,45,43,22,1520.53084433746,0,2.5,860.010988920206
"249",468,"B3",4,3,9.8,39,26,16.25,829.576810088555,"B3",4,5,11.3,54,42,24,1809.55736846772,1.5,2,979.980558379166
"250",469,"B3",4,5.5,11.8,36,32,17,907.92027688745,"B3",4,9.5,13.4,50,42,23,1661.902513749,1.6,4,753.98223686155
"251",470,"B3",4,4.5,14,37,34,17.75,989.798035421634,"B3",4,9,14.4,62,49,27.75,2419.22269280499,0.4,4.5,1429.42465738336
"252",470,"B3",4,5.5,14.1,41,28,17.25,934.820163983813,"B3",4,9,14.4,62,49,27.75,2419.22269280499,0.300000000000001,3.5,1484.40252882118
"253",471,"B3",4,3.2,11.1,34,25,14.75,683.492751696629,"B3",4,1,12.5,43,42,21.25,1418.62543263664,1.4,0,735.132680940011
"254",472,"B3",4,3.8,14.6,40,31,17.75,989.798035421634,"B3",4,9,14.6,50,48,24.5,1885.74099031727,0,5.2,895.942954895639
"255",473,"B3",4,3.7,10.7,36.5,33,17.375,948.417369687631,"B3",4,7.5,11.2,54,33,21.75,1486.16967468882,0.5,3.8,537.75230500119
"256",474,"B3",4,4.7,11.9,33,31,16,804.247719318987,"B3",4,6,12.7,48,40,22,1520.53084433746,0.799999999999999,1.3,716.283125018473
"257",475,"B3",4,4.5,9.5,37,31,17,907.92027688745,"B3",4,4.5,10.8,50,43,23.25,1698.22717880613,1.3,0,790.306901918682
"258",476,"B3",4,3.3,9.6,36,36,18,1017.87601976309,"B3",4,6.2,13,43,40,20.75,1352.65198691126,3.4,2.9,334.775967148162
"259",477,"B3",4,4,12.1,41,41,20.5,1320.25431267111,"B3",4,7,12.1,52,47,24.75,1924.4218498646,0,3,604.167537193487
"260",478,"B3",4,3,9.8,37,31,17,907.92027688745,"B3",4,4,9.9,47,43,22.5,1590.43128087983,0.0999999999999996,1,682.511003992382
"261",479,"B3",4,4.5,9.7,38,35,18.25,1046.34670318625,"B3",4,7,9.1,60,49,27.25,2332.82889483127,0,2.5,1286.48219164502
"262",480,"B3",4,4,13.3,44,38,20.5,1320.25431267111,"B3",4,6.5,12.8,60,53,28.25,2507.1872871055,0,2.5,1186.93297443439
"263",481,"B3",4,2.5,7.6,19,19,9.5,283.528736986479,"B3",4,5,9.2,36,28,16,804.247719318987,1.6,2.5,520.718982332508
"264",482,"B3",4,4,11.7,38,37,18.75,1104.46616727766,"B3",4,7,11.7,48,45,23.25,1698.22717880613,0,3,593.761011528471
"265",483,"B3",4,3.7,10.9,31,31,15.5,754.767635024948,"B3",4,5.5,14.2,53,52,26.25,2164.75368786422,3.3,1.8,1409.98605283927
"266",484,"B3",4,4.5,13,39,40,19.75,1225.41748444087,"B3",4,6.5,13,60,40,25,1963.49540849362,0,2,738.077924052752
"267",485,"B3",4,4.5,10,39.5,41,20.125,1272.39411208908,"B3",4,7.5,11.4,66,54,30,2827.43338823081,1.4,3,1555.03927614174
"268",486,"B3",4,4.3,10.5,35,31,16.5,855.298599939821,"B3",4,7,11.7,66,51,29.25,2687.82886468692,1.2,2.7,1832.5302647471
"269",487,"B3",2,4.8,12,38,21,14.75,683.492751696629,"B3",2,7,13.4,47,40,21.75,1486.16967468882,1.4,2.2,802.676922992192
"270",488,"B3",2,5.5,14.8,28,36,16,804.247719318987,"B3",2,8,13.8,46,37,20.75,1352.65198691126,0,2.5,548.404267592268
"271",489,"B3",2,3.5,9.5,33,22,13.75,593.95736106932,"B3",2,7,10.8,56,54,27.5,2375.82944427728,1.3,3.5,1781.87208320796
"272",490,"B3",2,4.7,13.9,36,31,16.75,881.413088872786,"B3",2,9.7,16.3,68,57,31.25,3067.96157577128,2.4,5,2186.5484868985
"273",492,"B3",2,5,12.1,35,26,15.25,730.616641500476,"B3",2,7.5,14.5,53,49,25.5,2042.82062299676,2.4,2.5,1312.20398149629
"274",493,"B3",2,4,12.6,39,29,17,907.92027688745,"B3",2,7.5,16.9,59,50,27.25,2332.82889483127,4.3,3.5,1424.90861794382
"275",494,"B3",2,3.5,9.8,33,24.5,14.375,649.180669433203,"B3",2,7.3,13.2,48,42,22.5,1590.43128087983,3.4,3.8,941.250611446629
"276",496,"B3",2,4.5,11.6,33,31,16,804.247719318987,"B3",2,6,12.3,68,49,29.25,2687.82886468692,0.700000000000001,1.5,1883.58114536793
"277",497,"B3",2,4.2,11.4,42,29,17.75,989.798035421634,"B3",2,7,12.7,56,53,27.25,2332.82889483127,1.3,2.8,1343.03085940964
"278",498,"B3",2,2.5,5.3,19,10,7.25,165.129963854314,"B3",2,2.5,5.9,25,23,12,452.38934211693,0.600000000000001,0,287.259378262617
"279",499,"B3",2,6.5,13.3,50,42,23,1661.902513749,"B3",2,8.5,14.6,50,45,23.75,1772.05460616549,1.3,2,110.152092416492
"280",500,"B3",2,3.5,12.2,36,35,17.75,989.798035421634,"B3",2,7.5,12.2,49,49,24.5,1885.74099031727,0,4,895.942954895639
"281",501,"B3",2,4,17.3,34,32,16.5,855.298599939821,"B3",2,8.5,17.3,57,56,28.25,2507.1872871055,0,4.5,1651.88868716568
"282",502,"B3",2,4.5,14.4,47,32,19.75,1225.41748444087,"B3",2,10,14.4,67,55,30.5,2922.4665660019,0,5.5,1697.04908156104
"283",503,"B3",2,3,11.2,39,28,16.75,881.413088872786,"B3",2,6.2,15.4,55,48,25.75,2083.07227887088,4.2,3.2,1201.6591899981
"284",504,"B3",2,3.3,8.1,44,39,20.75,1352.65198691126,"B3",2,6.5,15.5,50,46,24,1809.55736846772,7.4,3.2,456.905381556465
"285",505,"B3",2,3,12.4,38,34,18,1017.87601976309,"B3",2,6.5,12.3,66,54,30,2827.43338823081,0,3.5,1809.55736846772
"286",506,"B3",2,4.5,11.1,40,33,18.25,1046.34670318625,"B3",2,7.5,12.1,77,60,34.25,3685.28453220168,1,3,2638.93782901543
"287",507,"B4",7,5,4.9,40,35,18.75,1104.46616727766,"B4",7,7,13.6,58,42,25,1963.49540849362,8.7,2,859.029241215959
"288",508,"B4",7,3,10.7,32,27,14.75,683.492751696629,"B4",7,4,10.5,53,42,23.75,1772.05460616549,0,1,1088.56185446886
"289",509,"B4",7,4,8.9,32,32,16,804.247719318987,"B4",7,7,9.1,62,63,31.25,3067.96157577128,0.199999999999999,3,2263.7138564523
"290",510,"B4",7,5.5,11.4,47,32,19.75,1225.41748444087,"B4",7,2.5,12,78,59,34.25,3685.28453220168,0.6,0,2459.86704776081
"291",511,"B4",7,3.8,9.4,38,35,18.25,1046.34670318625,"B4",7,8.7,10.7,72,56,32,3216.99087727595,1.3,4.9,2170.6441740897
"292",512,"B4",7,3.2,11.4,33,26,14.75,683.492751696629,"B4",7,5.5,11.2,44,42,21.5,1452.20120412188,0,2.3,768.708452425252
"293",513,"B4",7,3.8,10.6,33,33,16.5,855.298599939821,"B4",7,3.5,11.2,62,54,29,2642.07942166902,0.6,0,1786.78082172919
"294",514,"B4",7,3.5,11.2,25,24.5,12.375,481.105462466149,"B4",7,8.5,11.2,49,47,24,1809.55736846772,0,5,1328.45190600157
"295",516,"B4",7,2.8,9.7,29.5,22,12.875,520.768069717721,"B4",7,4,8.9,47,33,20,1256.63706143592,0,1.2,735.868991718197
"296",517,"B4",7,4.7,11.7,48,32,20,1256.63706143592,"B4",7,5.5,10.9,42,38,20,1256.63706143592,0,0.8,0
"297",518,"B4",7,4.5,10.1,33,31,16,804.247719318987,"B4",7,5,10,45,35,20,1256.63706143592,0,0.5,452.38934211693
"298",519,"B4",7,3,10.6,37,34,17.75,989.798035421634,"B4",7,6,10.6,60,55,28.75,2596.72267773281,0,3,1606.92464231118
"299",520,"B4",7,1.5,8.3,31,19,12.5,490.873852123405,"B4",7,2.5,9.3,37,35,18,1017.87601976309,1,1,527.002167639688
"300",521,"B4",7,3.7,9.1,27,23,12.5,490.873852123405,"B4",7,4.5,9.6,36,33,17.25,934.820163983813,0.5,0.8,443.946311860408
"301",522,"B4",7,2.5,6.5,22,9.5,7.875,194.82783190778,"B4",7,3.5,7,34,33,16.75,881.413088872786,0.5,1,686.585256965007
"302",523,"B4",7,2.5,10.4,31,29,15,706.858347057703,"B4",7,5,9.9,64,46,27.5,2375.82944427728,0,2.5,1668.97109721958
"303",524,"B4",7,4.5,7.9,35,26,15.25,730.616641500476,"B4",7,6.5,9.4,50,47,24.25,1847.45282985165,1.5,2,1116.83618835117
"304",525,"B4",7,1,7,27,27,13.5,572.55526111674,"B4",7,3.5,7.7,29,28,14.25,637.939658219577,0.7,2.5,65.3843971028376
"305",526,"B4",7,3.5,9.7,13,13,6.5,132.732289614169,"B4",7,3.5,9.7,18,14,8,201.061929829747,0,0,68.329640215578
"306",527,"B4",7,3.2,5.1,21,13.5,8.625,233.705040995953,"B4",7,4,6.3,30,24,13.5,572.55526111674,1.2,0.8,338.850220120787
"307",528,"B4",6,3.8,11.9,42,41,20.75,1352.65198691126,"B4",6,7.5,11.9,81,51,33,3421.19439975928,0,3.7,2068.54241284803
"308",529,"B4",6,3.5,12.3,34,31,16.25,829.576810088555,"B4",6,6,13.2,57,49,26.5,2206.18344098343,0.899999999999999,2.5,1376.60663089488
"309",530,"B4",6,5.2,13,40,36,19,1134.11494794592,"B4",6,9.5,13,67,63,32.5,3318.30724035422,0,4.3,2184.1922924083
"310",531,"B4",6,4.5,12.7,43,42,21.25,1418.62543263664,"B4",6,6.5,12.7,62,48,27.5,2375.82944427728,0,2,957.20401164064
"311",532,"B4",6,5,10.4,36.5,35,17.875,1003.78794020715,"B4",6,8,11.3,65,43,27,2290.22104446696,0.9,3,1286.43310425981
"312",533,"B4",6,5.2,15.2,49,32,20.25,1288.24933751266,"B4",6,7,16.1,66,50,29,2642.07942166902,0.900000000000002,1.8,1353.83008415635
"313",534,"B4",6,6,14.8,52,43,23.75,1772.05460616549,"B4",6,10,15.5,69,50,29.75,2780.50584796782,0.699999999999999,4,1008.45124180232
"314",535,"B4",6,3.5,9.4,23,20,10.75,363.05030103047,"B4",6,4,10.6,53,47,25,1963.49540849362,1.2,0.5,1600.44510746315
"315",536,"B4",6,4,10.4,26,37,15.75,779.311327631118,"B4",6,3,10.2,48,39,21.75,1486.16967468882,0,0,706.858347057703
"316",537,"B4",6,5.8,13.4,43,37,20,1256.63706143592,"B4",6,6.5,13.2,38,42,20,1256.63706143592,0,0.7,0
"317",538,"B4",6,5.7,15,36,34,17.5,962.112750161874,"B4",6,5.7,15,77,54,32.75,3369.5544705159,0,0,2407.44172035403
"318",539,"B4",6,5.2,12.9,49,45,23.5,1734.94454294496,"B4",6,6,12,52,42,23.5,1734.94454294496,0,0.8,0
"319",540,"B4",6,4.2,12.5,35,31,16.5,855.298599939821,"B4",6,5,11.3,45,42,21.75,1486.16967468882,0,0.8,630.871074749
"320",541,"B4",6,4,14,39,32,17.75,989.798035421634,"B4",6,6.5,14,52,50,25.5,2042.82062299676,0,2.5,1053.02258757513
"321",542,"B4",6,3.5,10.8,29,25,13.5,572.55526111674,"B4",6,5.5,10.8,40,38,19.5,1194.59060652752,0,2,622.035345410779
"322",543,"B4",6,5.5,11.7,32,31,15.75,779.311327631118,"B4",6,8,12.7,66,58,31,3019.07054009979,1,2.5,2239.75921246867
"323",544,"B4",6,4.5,13.1,47,46,23.25,1698.22717880613,"B4",6,7.5,13.1,59,43,25.5,2042.82062299676,0,3,344.59344419063
"324",545,"B4",6,4.5,12.1,47,33,20,1256.63706143592,"B4",6,6.5,13.1,69,62,32.75,3369.5544705159,1,2,2112.91740907999
"325",546,"B4",2,4.5,11.5,44,30,18.5,1075.21008569111,"B4",2,5.5,12.3,50,48,24.5,1885.74099031727,0.800000000000001,1,810.530904626167
"326",547,"B4",2,4.8,12.7,35,31,16.5,855.298599939821,"B4",2,6.5,11.7,48,44,23,1661.902513749,0,1.7,806.603913809179
"327",548,"B4",2,4.5,8.6,34.5,32,16.625,868.306757021091,"B4",2,11.4,8.6,40,38,19.5,1194.59060652752,0,6.9,326.283849506427
"328",549,"B4",2,6.2,13.3,52,45,24.25,1847.45282985165,"B4",2,7.5,15.6,60,58,29.5,2733.97100678652,2.3,1.3,886.51817693487
"329",550,"B4",2,4.2,9.2,35,28,15.75,779.311327631118,"B4",2,3.5,8.9,43,34,19.25,1164.15642769587,0,0,384.84510006475
"330",551,"B4",2,4,13,37.5,35,18.125,1032.06227408946,"B4",2,6.5,13.6,43,40,20.75,1352.65198691126,0.6,2.5,320.589712821796
"331",552,"B4",2,3.5,11.6,33.5,26,14.875,695.126461991954,"B4",2,5,12.1,59,57,29,2642.07942166902,0.5,1.5,1946.95295967706
"332",553,"B4",2,3.7,10.6,39,33,18,1017.87601976309,"B4",2,3,13.7,47,40,21.75,1486.16967468882,3.1,0,468.293654925729
"333",554,"B4",2,5.5,10.9,38,35,18.25,1046.34670318625,"B4",2,4,10,37,34,17.75,989.798035421634,0,0,0
"334",555,"B4",2,3.7,11.2,33,33,16.5,855.298599939821,"B4",2,5.3,11.2,42,39,20.25,1288.24933751266,0,1.6,432.950737572843
"335",556,"B4",2,4.5,11.5,33,28,15.25,730.616641500476,"B4",2,6.5,11.5,44,42,21.5,1452.20120412188,0,2,721.584562621406
"336",557,"B4",2,5,11.9,32.5,40,18.125,1032.06227408946,"B4",2,8.5,12.1,38,30,17,907.92027688745,0.199999999999999,3.5,0
"337",558,"B4",2,5.5,12.5,40,35,18.75,1104.46616727766,"B4",2,6.5,13,40,33,18.25,1046.34670318625,0.5,1,0
"338",559,"B4",2,3.5,9.7,32,29,15.25,730.616641500476,"B4",2,5.5,8.5,43,38,20.25,1288.24933751266,0,2,557.632696012188
"339",560,"B4",2,5.5,11.2,47,43,22.5,1590.43128087983,"B4",2,10,11.8,102,67,42.25,5607.93923619863,0.600000000000001,4.5,4017.5079553188
"340",561,"B4",2,5,10,40,36,19,1134.11494794592,"B4",2,7.5,13,57,49,26.5,2206.18344098343,3,2.5,1072.06849303752
"341",562,"B4",2,4.2,12.2,37,34,17.75,989.798035421634,"B4",2,4.5,12.2,37,32,17.25,934.820163983813,0,0.3,0
"342",563,"B4",2,4.5,12,38,32,17.5,962.112750161874,"B4",2,6,12.1,50,39,22.25,1555.2847130678,0.0999999999999996,1.5,593.171962905923
"343",564,"B4",2,3.7,10.7,35,30,16.25,829.576810088555,"B4",2,3,11.1,37,33,17.5,962.112750161874,0.4,0,132.535940073319
"344",565,"B4",5,4,10.4,33,28,15.25,730.616641500476,"B4",5,8,11.6,49,41,22.5,1590.43128087983,1.2,4,859.814639379356
"345",566,"B4",5,3.5,7.8,28,27,13.75,593.95736106932,"B4",5,6,8.8,45,42,21.75,1486.16967468882,1,2.5,892.212313619501
"346",567,"B4",5,4.7,10.6,35.5,28,15.875,791.73043608984,"B4",5,7.7,10.6,59,53,28,2463.0086404144,0,3,1671.27820432456
"347",568,"B4",5,2.8,7.2,26,28,13.5,572.55526111674,"B4",5,5,7.2,40,37,19.25,1164.15642769587,0,2.2,591.601166579128
"348",569,"B4",5,3,10.7,29,28,14.25,637.939658219577,"B4",5,6.5,10.7,47,47,23.5,1734.94454294496,0,3.5,1097.00488472539
"349",570,"B4",5,4.5,9.2,34.5,25.5,15,706.858347057703,"B4",5,7,12.5,52,50,25.5,2042.82062299676,3.3,2.5,1335.96227593906
"350",571,"B4",5,3.5,8.4,32,32,16,804.247719318987,"B4",5,5.5,9.1,44,36,20,1256.63706143592,0.699999999999999,2,452.38934211693
"351",572,"B4",5,3.7,9.5,39,34,18.25,1046.34670318625,"B4",5,7.5,13.8,62,59,30.25,2874.75362757551,4.3,3.8,1828.40692438926
"352",573,"B4",5,3.8,8.2,35.5,34,17.375,948.417369687631,"B4",5,4,12.2,40,37,19.25,1164.15642769587,4,0.2,215.739058008237
"353",574,"B4",5,3.8,10.5,38,40,19.5,1194.59060652752,"B4",5,7.5,11.6,50,42,23,1661.902513749,1.1,3.7,467.311907221482
"354",576,"B4",5,3,7.6,31.5,21.5,13.25,551.545860245858,"B4",5,4.5,9.5,43,40,20.75,1352.65198691126,1.9,1.5,801.106126665397
"355",577,"B4",5,2.5,10.2,35,34,17.25,934.820163983813,"B4",5,5,11.7,48,43,22.75,1625.97054777357,1.5,2.5,691.150383789754
"356",578,"B4",5,4.8,12.6,36,44,20,1256.63706143592,"B4",5,8,11.3,49,45,23.5,1734.94454294496,0,3.2,478.307481509046
"357",579,"B4",5,4,11.1,45,39,21,1385.4423602331,"B4",5,5,13.3,49,47,24,1809.55736846772,2.2,1,424.115008234622
"358",581,"B4",5,3.2,8.7,30,27,14.25,637.939658219577,"B4",5,6,12.3,37,28,16.25,829.576810088555,3.6,2.8,191.637151868977
